  TRAJ MGRID  YEAR MONTH  DATE  HOUR   MIN FOREH     AGE      LAT     LONG ALTITUDE PRESSURE    THETA AIR_TEMP RAINFALL MIXDEPTH RELHUMID TERR_MSL SUN_FLUX
     1     1    15     4    11    19     0     1     0.0   81.545 -100.562   4297.5    554.8    279.6    236.2      0.0    256.1     50.5     16.5    234.0
     2     1    15     4    11    19     0     1     0.0   81.545 -100.562   4314.0    556.0    280.0    236.7      0.0    242.7     51.2      0.0    230.9
     3     1    15     4    11    19     0     1     0.0   81.545 -100.562   4295.9    554.2    279.0    235.6      0.0    266.6     39.5     18.1    243.9
     4     1    15     4    11    19     0     1     0.0   81.545 -100.562   4297.5    554.8    279.5    236.2      0.0    256.9     50.8     16.5    238.3
     5     1    15     4    11    19     0     1     0.0   81.545 -100.562   4314.0    556.0    279.9    236.7      0.0    251.1     51.3      0.0    230.9
     6     1    15     4    11    19     0     1     0.0   81.545 -100.562   4295.9    554.2    278.9    235.6      0.0    309.3     39.7     18.1    244.3
     7     1    15     4    11    19     0     1     0.0   81.545 -100.562   4297.5    554.8    279.6    236.3      0.0    256.1     50.2     16.5    234.0
     8     1    15     4    11    19     0     1     0.0   81.545 -100.562   4314.0    556.0    280.1    236.8      0.0    242.7     50.7      0.0    230.9
     9     1    15     4    11    19     0     1     0.0   81.545 -100.562   4295.9    554.2    279.1    235.7      0.0    266.6     39.3     18.1    243.9
    10     1    15     4    11    19     0     1     0.0   81.545 -100.562   4297.5    575.1    278.3    237.6      0.0    256.1     50.2     16.5    234.0
    11     1    15     4    11    19     0     1     0.0   81.545 -100.562   4314.0    576.3    278.8    238.2      0.0    242.7     48.7      0.0    230.9
    12     1    15     4    11    19     0     1     0.0   81.545 -100.562   4295.9    574.5    277.7    237.0      0.0    266.6     37.9     18.1    243.9
    13     1    15     4    11    19     0     1     0.0   81.545 -100.562   4297.5    575.1    278.3    237.5      0.0    256.9     50.5     16.5    238.3
    14     1    15     4    11    19     0     1     0.0   81.545 -100.562   4314.0    576.3    278.8    238.1      0.0    251.1     48.9      0.0    230.9
    15     1    15     4    11    19     0     1     0.0   81.545 -100.562   4295.9    574.5    277.6    236.9      0.0    309.3     38.2     18.1    244.3
    16     1    15     4    11    19     0     1     0.0   81.545 -100.562   4297.5    575.1    278.4    237.7      0.0    256.1     49.9     16.5    234.0
    17     1    15     4    11    19     0     1     0.0   81.545 -100.562   4314.0    576.3    278.9    238.2      0.0    242.7     48.4      0.0    230.9
    18     1    15     4    11    19     0     1     0.0   81.545 -100.562   4295.9    574.5    277.7    237.0      0.0    266.6     37.8     18.1    243.9
    19     1    15     4    11    19     0     1     0.0   81.545 -100.562   4297.5    535.1    280.8    234.8      0.0    256.1     47.4     16.5    234.0
    20     1    15     4    11    19     0     1     0.0   81.545 -100.562   4314.0    536.3    281.1    235.2      0.0    242.7     53.9      0.0    230.9
    21     1    15     4    11    19     0     1     0.0   81.545 -100.562   4295.9    534.4    280.3    234.3      0.0    266.6     40.1     18.1    243.9
    22     1    15     4    11    19     0     1     0.0   81.545 -100.562   4297.5    535.1    280.7    234.7      0.0    256.9     47.6     16.5    238.3
    23     1    15     4    11    19     0     1     0.0   81.545 -100.562   4314.0    536.3    281.0    235.1      0.0    251.1     54.2      0.0    230.9
    24     1    15     4    11    19     0     1     0.0   81.545 -100.562   4295.9    534.4    280.3    234.3      0.0    309.3     40.3     18.1    244.3
    25     1    15     4    11    19     0     1     0.0   81.545 -100.562   4297.5    535.1    280.8    234.8      0.0    256.1     47.3     16.5    234.0
    26     1    15     4    11    19     0     1     0.0   81.545 -100.562   4314.0    536.3    281.1    235.2      0.0    242.7     53.6      0.0    230.9
