Time,Pressure,Temperature,Altitude,DewPt,RH,FS96CNC,  PCTcon,CN3025,CN7610,CN3025_corrected,Latitude,Longitude,CO2,H2O
213824,962,-9.5,435,-10,98.6,0.22,13.7,0,0,0,71.28822,156.62521,1774,382
213825,961.3,-9.4,441,-9.5,100,0.22,10.7,0,0,0,71.28857,156.62349,1773,384
213826,960.5,-9.4,448,-9.2,100,0.11,19.9,0,0,0,71.28925,156.62074,1771,384
213827,959.7,-9.4,455,-9.9,98.7,0.22,12.2,0,0,0,71.28942,156.6192,1769,385
213828,958.9,-9.4,462,-9.8,99.1,0,23,0,0,0,71.29028,156.61662,1768,385
213829,958,-9.4,470,-9.3,100,0.04,24.5,0,0,0,71.29063,156.61508,1766,386
213830,957.1,-9.3,478,-9.9,97.5,0,24.5,0,0,0,71.29131,156.61269,1765,385
213831,956,-9.2,487,-9.8,97.9,0.23,12.2,0,0,0,71.29166,156.61165,1763,385
213832,954.9,-9.2,497,-9.2,100,0,26,0,0,0,71.29251,156.60925,1762,387
213833,953.8,-9,506,-9.5,99.2,0.07,32.1,0,0,0,71.2932,156.60736,1760,388
213834,952.7,-8.9,516,-9.7,96.3,0.04,21.4,0,0,0,71.29372,156.60616,1758,390
213835,951.5,-8.8,527,-9.2,99.5,0.23,38.3,0,1,0,71.29457,156.60445,1756,390
213836,950.4,-8.5,536,-9.7,94,0.11,32.2,0,3,0,71.29526,156.60289,1754,390
213837,949.1,-8.8,547,-10.3,90.1,0.08,19.9,0,13,0,71.29594,156.60152,1752,390
213838,948.2,-8.7,555,-9.8,93.6,0.24,30.7,0,188,0,71.29663,156.60033,1750,386
213839,946.9,-8.6,567,-9.7,94,0.04,29.2,0,181,0,71.29732,156.59929,1748,387
213840,945.8,-8.6,577,-10.5,87.7,0,38.5,1,137,1.079835086,71.29818,156.59792,1745,387
213841,944.7,-8.6,586,-10.4,88.4,0.08,64.6,1,118,1.079971497,71.29887,156.59706,1743,382
213842,943.7,-8.7,595,-10.1,90.7,0,41.6,2,102,2.160184004,71.29955,156.59621,1742,383
213843,942.5,-8.7,606,-10.8,86.4,0.24,49.3,2,97,2.160464536,71.30041,156.59517,1740,380
213844,941.5,-8.8,614,-10.6,87.8,0.12,44.6,2,105,2.160691183,71.30109,156.59448,1737,380
213845,940.5,-8.8,623,-10.3,90.9,0.04,35.6,3,103,3.241367166,71.30212,156.59363,1736,379
213846,939.4,-8.8,633,-10.9,86.5,0.24,47.9,3,98,3.241719692,71.30281,156.59311,1734,379
213847,938.3,-8.9,643,-10.8,87.7,0.24,34,3,105,3.242060966,71.30384,156.59242,1733,378
213848,937.2,-8.9,653,-10.4,91,0.15,66.5,4,104,4.323188222,71.30453,156.59209,1731,376
213849,935.8,-9,665,-11.1,86.6,0.24,49.6,4,102,4.323727581,71.30521,156.59174,1729,375
213850,934.6,-9,675,-11.1,86.6,0.12,38.8,5,109,5.405214413,71.30624,156.5914,1727,373
213851,933.8,-9.1,683,-10.7,90.3,0.08,49.7,5,106,5.405572803,71.30711,156.59122,1725,372
213852,932.6,-9.2,694,-11.3,86.2,0.24,46.6,6,104,6.487311987,71.30779,156.59122,1723,369
213853,931.5,-9.3,704,-11.3,86.6,0.24,40.4,7,107,7.569173873,71.30865,156.59122,1721,368
213854,930.2,-9.3,715,-10.8,90.7,0.16,46.7,7,103,7.569904071,71.30951,156.5914,1719,367
213855,929.1,-9.4,725,-11.4,87.3,0.25,63.8,8,105,8.651996628,71.31036,156.59157,1717,365
213856,927.8,-9.5,736,-11.6,86.2,0.24,59.1,8,105,8.652764613,71.31088,156.5919,1715,364
213857,926.7,-9.5,746,-11,91.1,0.25,40.5,9,109,9.735060531,71.31191,156.59225,1713,362
213858,925.6,-9.6,756,-11.5,88.2,0,59.2,9,105,9.735733277,71.3126,156.59277,1711,360
213859,924.4,-9.6,767,-11.8,86.3,0.25,48.4,38,107,41.10939787,71.31345,156.59328,1710,359
213900,923.4,-9.7,776,-11.1,91.4,0.2,51.6,94,105,101.6975359,71.31432,156.59396,1708,357
213901,922.5,-9.8,784,-11.4,90.4,0.25,56.4,96,106,103.8665103,71.315,156.59465,1706,357
213902,921.5,-9.8,793,-11.8,87.4,0.5,37.6,97,109,104.9540717,71.31569,156.59534,1704,355
213903,920.6,-9.9,801,-11.3,91.7,0.16,53.4,99,103,107.1230391,71.31654,156.59654,1702,354
213904,919.9,-10,807,-11.4,91.8,0.25,51.9,102,108,110.3730418,71.31723,156.5974,1701,353
213905,919.1,-10,814,-11.9,88.5,0.25,52,100,112,108.2130445,71.31792,156.59843,1700,351
213906,918.5,-10.1,820,-11.4,92.4,0,64.6,95,107,102.8052828,71.31878,156.59964,1698,351
213907,917.8,-10.1,826,-11.5,92.4,0.12,53.6,97,112,104.9729522,71.31929,156.60066,1697,349
213908,917.3,-10.2,831,-12.2,87.7,0.25,82.2,106,112,114.7152556,71.32015,156.60204,1695,347
213909,916.8,-10.2,835,-11.9,90.4,0.5,46,114,113,123.3756875,71.32066,156.60324,1695,344
213910,916.3,-10.3,839,-11.3,95,0,49.2,115,116,124.4605704,71.32135,156.60445,1693,345
213911,915.9,-10.3,843,-11.9,91,0.25,74.7,113,118,122.2980719,71.32204,156.60599,1692,345
213912,915.6,-10.4,846,-12.1,89.8,0.24,60.5,111,114,120.1349781,71.32256,156.60719,1691,344
213913,915,-10.4,851,-11.5,94.5,0.24,76.3,106,114,114.7262495,71.32341,156.60873,1690,343
213914,914.6,-10.5,855,-11.7,92.9,0.24,52.9,104,111,112.5633645,71.32393,156.60994,1689,341
213915,914.3,-10.5,858,-12,90.9,0,83.3,108,112,116.8940738,71.32478,156.61182,1688,342
213916,913.9,-10.5,861,-11.5,95.2,0.24,65.8,110,118,119.0605805,71.3253,156.61302,1688,341
213917,913.5,-10.5,865,-11.7,93.9,0.08,38.6,115,118,124.4742725,71.32616,156.61475,1686,341
213918,913,-10.6,869,-12.1,90.6,0.24,62.7,125,119,135.3005777,71.32684,156.61612,1685,341
213919,912.6,-10.6,874,-11.5,95.3,0.24,58,135,115,146.1266986,71.32736,156.61749,1684,340
213920,912.2,-10.6,877,-11.7,94.5,0.24,62.9,136,121,147.2111671,71.32822,156.6192,1684,340
213921,911.7,-10.7,882,-12.1,91.5,0.47,66.2,131,125,141.8014028,71.3289,156.62041,1682,339
213922,911,-10.7,888,-11.6,95.2,0.15,63,140,122,151.5469815,71.32959,156.62178,1681,339
213923,910.5,-10.7,893,-11.7,95,0.23,48.5,143,126,154.7968899,71.33028,156.62332,1680,338
213924,909.9,-10.8,897,-12.3,90.7,0.23,63,126,118,136.3970019,71.33096,156.62486,1679,337
213925,909.3,-10.8,903,-11.8,94.5,0.08,61.9,125,116,135.3169251,71.33148,156.6259,1678,336
213926,908.6,-10.9,910,-11.7,96.1,0.47,60.1,129,117,139.6499001,71.33251,156.62779,1677,335
213927,907.9,-10.9,916,-12.3,91.7,0.23,45.5,128,116,138.5700458,71.33302,156.62881,1675,335
213928,907.2,-11,922,-11.9,95,0.04,73.2,124,111,134.2422474,71.33389,156.63054,1674,335
213929,906.6,-11,928,-11.7,97.2,0.23,47.3,115,115,124.5007834,71.33457,156.63156,1673,334
213930,905.7,-11.1,936,-12.3,92.8,0.04,76.7,111,112,120.1729859,71.33526,156.63293,1671,334
213931,904.8,-11.1,944,-12.2,93.6,0.23,71.9,121,116,131.0021289,71.33611,156.63466,1669,333
213932,904.1,-11.2,951,-11.9,96.6,0.23,63.9,134,115,145.0789874,71.3368,156.63585,1668,331
213933,903.1,-11.2,960,-12.5,92.2,0.23,73.8,128,111,138.5858175,71.33766,156.63722,1666,329
213934,902.2,-11.3,968,-12.3,94.6,0.7,65.6,119,115,128.8437812,71.33835,156.6386,1665,329
213935,901.2,-11.4,977,-12,97.2,0.23,52.5,114,121,123.4324467,71.33886,156.63963,1663,328
213936,900.2,-11.4,986,-12.6,92.5,0.15,75.6,116,116,125.6000755,71.33972,156.64117,1662,327
213937,899.4,-11.5,994,-12.5,94.3,0.08,156.2,125,118,135.346638,71.34041,156.64255,1661,326
213938,898.3,-11.6,1004,-12.1,98.2,0.23,80.4,121,115,131.0176808,71.34126,156.64409,1658,324
213939,897.3,-11.7,1012,-15.2,76.6,0.47,77.7,109,110,118.025795,71.34178,156.64513,1657,323
213940,896.3,-11.7,1022,-14.5,81.6,0.04,64.4,107,116,115.8616269,71.34264,156.6465,1655,323
213941,895.5,-11.8,1030,-12.6,95.4,0.08,67.8,121,115,131.0222943,71.34367,156.64839,1653,321
213942,894.5,-11.8,1039,-13.1,92.5,0,56.3,135,115,146.1834365,71.34418,156.64941,1652,318
213943,893.6,-11.9,1047,-12.8,94.8,0.23,87.9,138,114,149.4332422,71.34487,156.65079,1650,316
213944,892.8,-12,1054,-12.6,96.9,0.15,73.1,118,117,127.7771421,71.34556,156.65199,1648,313
213945,892,-12,1061,-13.3,92.2,0.23,46.6,111,115,120.197908,71.34641,156.65353,1647,314
213946,891.3,-12,1068,-13.3,92.3,0.08,103.3,116,117,125.6128681,71.3471,156.65474,1646,312
213947,890.5,-12.1,1075,-13.1,94.4,0.47,83.5,116,117,125.613533,71.34796,156.65645,1644,307
213948,889.7,-12.1,1083,-13.6,90.8,0.23,66.8,128,125,138.6086947,71.34865,156.65782,1642,307
213949,889,-12.2,1089,-13.6,91.3,0.04,112.1,131,132,141.8578643,71.34916,156.65903,1641,305
213950,888.4,-12.2,1095,-13.3,94.1,0.23,90.4,136,126,147.2727114,71.35019,156.66075,1640,303
213951,887.5,-12.2,1103,-13.8,90.4,0.04,77,141,131,152.6877315,71.35088,156.66212,1638,302
213952,886.7,-12.3,1111,-14.5,85.9,0.04,75.4,132,127,142.9421196,71.35156,156.6635,1637,300
213953,886,-12.3,1117,-15.4,79.7,0.23,110.6,133,129,144.0253265,71.35225,156.66452,1636,300
213954,885.3,-12.4,1124,-15.7,77.8,0.11,97.3,130,135,140.7768939,71.35277,156.66624,1634,298
213955,884.6,-12.5,1130,-14.8,84.4,0.46,77.2,127,136,137.5284064,71.35362,156.66779,1633,296
213956,883.9,-12.5,1137,-13.2,97.3,0.07,62.2,134,136,145.1088907,71.35431,156.66916,1632,297
213957,883.3,-12.6,1143,-13.2,97.6,3.01,102.7,130,125,140.7773984,71.355,156.67087,1631,300
213958,882.7,-12.7,1148,-14,92.4,4.15,92.7,119,126,128.8655456,71.35568,156.67224,1629,297
213959,881.9,-12.8,1155,-13.8,94.5,0.04,87.5,116,125,125.6169023,71.35637,156.6738,1628,296
214000,881.4,-12.8,1160,-13.8,94.3,0.23,71.2,124,124,134.2801605,71.35706,156.67517,1626,298
214001,880.7,-12.8,1166,-15.2,84.3,0.46,87.9,119,130,128.8656438,71.35774,156.67671,1625,298
214002,880.2,-12.8,1172,-15.9,80,0.23,89.8,124,133,134.2801529,71.35843,156.67792,1624,295
214003,879.4,-12.9,1179,-16.2,78.1,0.23,57.7,144,132,155.9381823,71.35929,156.67979,1623,294
214004,878.9,-12.9,1183,-15.3,84.4,0.46,83.1,140,134,151.6065101,71.35998,156.68152,1621,293
214005,878.4,-12.9,1188,-15.8,80.7,0.46,98.6,150,137,162.4354713,71.36066,156.68289,1620,293
214006,877.7,-13,1195,-15.7,82.1,0.11,102.1,173,140,187.3420945,71.36152,156.6846,1620,292
214007,877.2,-13,1199,-15.4,84.5,0.45,80.1,173,141,187.3419697,71.36221,156.68633,1618,291
214008,876.6,-13.1,1205,-15.7,82.3,0.23,54.6,171,143,185.176,71.36289,156.68753,1617,290
214009,876.1,-13.1,1210,-15.1,86.7,0,58.1,171,147,185.1758469,71.36358,156.68924,1616,289
214010,875.4,-13.1,1216,-13.7,97.6,0.11,97.5,148,133,160.2689512,71.36444,156.69061,1615,288
214011,875,-13.2,1220,-13.9,96.8,0.23,90.8,120,134,129.9476977,71.36513,156.69234,1613,287
214012,874.4,-13.2,1226,-14.3,93.9,0.07,89.3,120,125,129.9475385,71.36598,156.69388,1612,287
214013,873.7,-13.3,1232,-13.7,98.7,0.45,89.4,130,129,140.7762868,71.36667,156.69525,1612,287
214014,873,-13.3,1239,-13.7,99.3,0.04,75.8,139,134,150.5220976,71.36736,156.69679,1610,287
214015,872.5,-13.4,1244,-14.3,94.5,0.45,84.5,144,139,155.9363779,71.36804,156.69817,1608,286
214016,871.8,-13.4,1250,-14,97.3,0.45,96.6,126,139,136.4440994,71.36873,156.69971,1607,285
214017,871.2,-13.5,1256,-13.8,99.3,0.89,93.3,124,139,134.2781206,71.36942,156.70108,1606,284
214018,870.4,-13.5,1263,-14.4,94.9,2.22,117.6,144,145,155.9355685,71.37045,156.70297,1605,283
214019,869.7,-13.6,1269,-14.1,97.8,3.78,79.7,153,139,165.6812478,71.37113,156.70435,1604,283
214020,869,-13.6,1276,-13.7,100,0.67,142.3,154,137,166.7638364,71.37182,156.70624,1603,283
214021,868.4,-13.6,1282,-14.3,97,4.01,78.2,140,146,151.6032594,71.37268,156.70795,1600,282
214022,867.7,-13.7,1289,-14.3,97.7,36.65,78.3,131,147,141.8570903,71.37319,156.70915,1600,282
214023,867,-13.8,1295,-13.7,100,77.52,50.6,140,171,151.6027415,71.37405,156.71088,1599,281
214024,866.3,-13.8,1302,-14.2,99.1,83.59,29.7,148,151,160.265494,71.37474,156.71242,1597,281
214025,865.7,-13.9,1308,-14.5,97.5,82.25,15.7,129,100,139.6906823,71.37543,156.71413,1596,280
214026,865.1,-13.9,1313,-14,100,82.76,5.3,92,74,99.62423496,71.37628,156.71568,1595,279
214027,864.6,-13.9,1318,-14.2,100,85.32,8.8,71,80,76.88384245,71.37697,156.71706,1593,278
214028,864.1,-14,1323,-14.6,98.1,86.72,10.6,66,66,71.46941865,71.37783,156.71893,1593,278
214029,863.6,-14,1327,-14.1,100,82.97,8.8,75,90,81.21517518,71.37834,156.72014,1591,277
214030,863.1,-14,1332,-14.3,100,79.29,12.4,82,67,88.79518373,71.3792,156.7222,1590,276
214031,862.6,-14.1,1337,-14.7,97.8,69.23,10.6,75,64,81.21504456,71.37989,156.72357,1589,275
214032,862.1,-14.1,1342,-14.2,100,68.66,28.3,75,74,81.21498807,71.38058,156.72511,1589,275
214033,861.5,-14.2,1347,-14.3,100,68.43,19.5,87,96,94.20931742,71.38143,156.72701,1587,274
214034,861,-14.2,1352,-14.8,98.1,59.89,32,91,89,98.54072959,71.38229,156.72873,1586,273
214035,860.5,-14.2,1356,-14.4,100,75.74,16,86,97,93.12636431,71.3828,156.72975,1585,273
214036,860,-14.2,1361,-14.3,100,76.46,28.5,88,94,95.29206243,71.38383,156.73198,1584,272
214037,859.4,-14.2,1368,-14.8,98.3,75.64,21.4,98,94,106.1206783,71.38452,156.73318,1583,271
214038,858.8,-14.3,1373,-14.5,100,75.88,28.6,105,96,113.7007146,71.38521,156.73473,1581,272
214039,858.2,-14.3,1379,-14.3,100,75.91,23.3,96,98,103.954945,71.38589,156.73645,1580,272
214040,857.5,-14.3,1385,-14.9,98.5,76.39,28.7,97,94,105.0378388,71.38676,156.73816,1579,271
214041,857,-14.4,1390,-14.6,100,74.68,34.2,109,94,118.0322524,71.38761,156.73988,1577,270
214042,856.3,-14.4,1396,-16.3,87.6,74.38,23.4,101,86,109.3694133,71.3883,156.74159,1577,270
214043,855.6,-14.5,1403,-17.8,77.6,71.42,34.4,99,101,107.2037885,71.38898,156.74315,1577,269
214044,854.9,-14.5,1410,-17.7,78.8,73.01,41.7,91,90,98.54098186,71.38985,156.74469,1574,268
214045,854.4,-14.5,1415,-17.6,79.8,72.47,47.1,88,92,95.29248238,71.3907,156.74658,1573,268
214046,853.6,-14.6,1423,-17.9,77.8,74.79,33,88,97,95.2926809,71.39139,156.74812,1573,267
214047,853.1,-14.6,1427,-17.5,81,68.36,38.5,91,103,98.54144454,71.39225,156.74983,1571,266
214048,852.3,-14.7,1435,-16.7,87.2,69.15,42.2,93,108,100.7074713,71.39294,156.75121,1569,265
214049,851.8,-14.8,1440,-17.1,84.6,68.96,64.3,93,109,100.7076701,71.39362,156.7531,1569,265
214050,851.1,-14.8,1446,-17.9,79.3,31.91,53.5,96,113,103.9566245,71.39448,156.75499,1568,263
214051,850.4,-14.7,1453,-17.3,83.6,8.18,36.9,99,109,107.2056393,71.39516,156.75601,1566,262
214052,849.9,-14.7,1458,-17,85.2,41.5,48,126,120,136.44391,71.39585,156.7579,1565,261
214053,849.3,-14.8,1464,-16.4,90,40.39,51.7,129,123,139.6930659,71.39671,156.7598,1564,261
214054,848.7,-14.7,1470,-15.1,99.8,12.27,35.1,114,110,123.4501578,71.3974,156.76082,1563,259
214055,848,-14.7,1476,-15.1,99.7,5.16,48.2,101,118,109.3730391,71.39825,156.76306,1562,258
214056,847.4,-14.1,1482,-15.6,93.5,0,75.9,102,131,110.4564385,71.39894,156.76425,1561,258
214057,846.8,-14.4,1488,-15.7,91.6,1.51,90.8,134,157,145.1101413,71.39997,156.76649,1560,257
214058,846.1,-14.1,1495,-16.1,88.5,0,59.3,184,207,199.2569276,71.40049,156.76768,1558,253
214059,845.4,-13.6,1501,-17.1,78.5,0,68.5,189,182,204.67286,71.40134,156.76958,1557,247
214100,844.7,-13.4,1508,-18.3,69.6,0,87,177,213,191.6791088,71.40203,156.7713,1556,250
214101,844,-13,1515,-17.5,72.5,0,72.1,192,248,207.9246717,71.40272,156.77284,1555,243
214102,843.4,-12.7,1521,-18.3,65.8,0,72,227,275,245.8293001,71.4034,156.77438,1554,240
214103,842.8,-12.7,1527,-18.9,61.7,0.22,73.7,275,308,297.8129939,71.40427,156.77644,1552,235
214104,842,-12.7,1534,-18.9,61.1,0,81,305,325,330.305096,71.40495,156.77798,1550,230
214105,841.7,-12.7,1537,-18.8,61.1,0.04,64.4,314,318,340.0531847,71.40564,156.77971,1550,230
214106,841.1,-12.7,1543,-18.9,60.6,0.07,84.7,307,319,332.4751856,71.40633,156.78142,1549,230
214107,840.6,-12.6,1548,-19.1,59.4,0,55.2,293,316,317.3157841,71.40718,156.78331,1547,231
214108,840.1,-12.6,1553,-19.2,59.1,0,66.3,303,321,328.1481859,71.40787,156.78503,1546,231
214109,839.5,-12.7,1558,-19.3,58.7,0,81,291,320,315.1552398,71.40873,156.78691,1545,230
214110,839.1,-12.7,1562,-19.2,59.1,0.22,81.1,275,318,297.8290945,71.40958,156.7888,1545,231
214111,838.5,-12.7,1568,-19.2,59.2,0,108.7,278,312,301.0812525,71.41027,156.79034,1543,231
214112,838.2,-12.7,1571,-19.2,59.3,0.03,103.2,283,320,306.4980207,71.41096,156.79207,1542,231
214113,837.7,-12.7,1576,-19.4,58.5,0.07,81.1,293,318,317.3312481,71.41164,156.79361,1541,231
214114,837.1,-12.7,1582,-19.5,57.7,0,82.9,281,311,304.3382267,71.41251,156.7955,1540,231
214115,836.6,-12.7,1586,-19.5,57.9,0.03,75.6,286,316,309.7565639,71.41336,156.79739,1538,230
214116,836,-12.7,1592,-19.4,58.8,0,94,292,313,316.2588527,71.41405,156.79893,1538,230
214117,835.6,-12.7,1596,-19.5,58.2,0.03,97.8,292,318,316.2615401,71.41457,156.80031,1537,230
214118,834.9,-12.7,1603,-19.7,57.1,0,84.9,296,318,320.5988313,71.41542,156.80202,1536,230
214119,834.4,-12.7,1608,-19.7,57,0.21,86.8,301,316,326.0180814,71.41628,156.80374,1534,229
214120,833.7,-12.7,1615,-19.8,56.3,0,122,303,329,328.1897713,71.41714,156.80563,1533,229
214121,833.2,-12.7,1620,-19.8,56.4,0,114.7,281,331,304.364561,71.41766,156.80682,1532,228
214122,832.4,-12.7,1627,-19.6,57.5,0.03,170.4,278,315,301.1212896,71.41869,156.80888,1531,228
214123,831.7,-12.8,1634,-19.5,58,0.03,166.7,289,338,313.0420277,71.41954,156.81009,1530,229
214124,831.1,-12.8,1640,-19.6,57.6,0,172.5,286,334,309.7976223,71.4204,156.81198,1528,230
214125,830.4,-12.8,1647,-19.2,59.8,0,135.5,291,341,315.2200252,71.42109,156.81387,1528,230
214126,829.6,-12.9,1654,-18.7,62.5,0.03,176.5,302,334,327.1434211,71.42178,156.81541,1527,232
214127,828.9,-12.9,1661,-19,61.4,0.07,206.5,316,330,342.3165054,71.42263,156.81731,1526,234
214128,828.2,-12.9,1668,-18.9,62.1,0.03,184.5,321,341,347.7408063,71.42332,156.8185,1524,234
214129,827.6,-13,1674,-18.1,66.2,0.03,214.7,308,341,333.6645652,71.42418,156.82022,1523,237
214130,827,-13,1680,-18,67.1,0.03,175.7,300,348,325.0047016,71.42503,156.82211,1523,238
214131,826.3,-13,1687,-18.4,65.2,0,254.6,315,349,341.263477,71.42572,156.82365,1521,239
214132,825.8,-13,1692,-18,67.6,0,275.8,318,342,344.5199482,71.42641,156.82503,1520,241
214133,825.2,-13,1698,-17.2,72.2,0,291.1,321,348,347.7780274,71.42744,156.82709,1520,242
214134,824.6,-13.1,1704,-17.2,72.2,0.03,238.9,312,360,338.0351346,71.42812,156.82863,1519,245
214135,824,-13.1,1709,-17.9,68.6,0.03,229.7,312,361,338.0432537,71.42881,156.83017,1519,247
