Time,Pressure,Temperature,Altitude,DewPt,RH,FS96CNC,  PCTcon,CN3025,CN7610,CN3025_corrected,Latitude,Longitude,CO2,H2O
184552,987.9,-10.3,153,-10.5,100,70.75,1881,,,0,71.2853,156.70744,2531,463
184553,987.1,-10.3,160,-10.6,99.7,92.04,1811,,,0,71.2853,156.7047,2508,463
184554,986.4,-10.3,166,-10,100,110.11,1763.8,,,0,71.2853,156.70195,2478,462
184555,986,-10.4,170,-10.6,100,113.84,1327.9,,,0,71.2853,156.70023,2443,461
184556,985.8,-10.5,171,-10.6,100,95.76,666,,,0,71.2853,156.698,2407,460
184557,984.9,-10.5,179,-10.1,100,95.84,172.9,,,0,71.2853,156.6949,2375,459
184558,984.2,-10.5,185,-10.6,100,86.35,35.9,,,0,71.2853,156.69336,2347,458
184559,983.5,-10.5,191,-10.7,100,92.28,25,,,0,71.2853,156.69044,2319,457
184600,983,-10.5,195,-10.1,100,87.57,17.2,,,0,71.2853,156.68735,2294,455
184601,982.4,-10.5,201,-10.6,100,83.38,14.2,,,0,71.2853,156.68443,2272,454
184602,981.5,-10.6,208,-10.7,100,84.17,15.8,,,0,71.2853,156.68221,2252,454
184603,980.8,-10.6,214,-10.2,100,82.45,17.4,,,0,71.2853,156.67998,2235,453
184604,979.9,-10.6,221,-10.6,100,83.8,11.1,,,0,71.2853,156.67705,2219,452
184605,979.1,-10.6,229,-10.8,99.8,73.91,19,,,0,71.2853,156.6743,2205,451
184606,978.1,-10.5,237,-10.3,100,64.03,23.8,,,0,71.2853,156.67224,2193,450
184607,977.1,-10.6,245,-10.5,100,69.06,38.2,,,0,71.28548,156.66899,2183,449
184608,976.2,-10.5,254,-10.7,100,57.12,28.7,,,0,71.28548,156.6671,2175,449
184609,975.1,-10.5,263,-10.3,100,71.45,19.1,,,0,71.28548,156.66367,2168,448
184610,973.7,-10.1,275,-10.6,100,0.22,25.5,,,0,71.28548,156.66177,2161,447
184611,972.6,-9,284,-10.6,95.3,0,36.6,,,0,71.28548,156.65886,2154,446
184612,971.6,-8.2,293,-9.8,93.5,0,44.5,,,0,71.28548,156.65645,2147,444
184613,970.2,-7.9,305,-9,94.9,0.07,49.4,,,0,71.28548,156.65439,2143,444
184614,968.9,-7.8,317,-8.3,98,0.04,96,,,0,71.28548,156.65131,2141,444
184615,967.6,-7.6,328,-8.5,94.8,0.04,120.8,,,0,71.28548,156.64873,2137,443
184616,966.1,-7.1,340,-8.8,90.4,0.22,74.4,,,0,71.28548,156.64598,2132,442
184617,965.1,-6.1,350,-8.2,89,0.07,87.5,,,0,71.28548,156.64307,2127,441
184618,963.8,-5.6,360,-7.5,89.3,0,149.2,,,0,71.28548,156.64066,2125,440
184619,962.6,-5,371,-6.8,90,0,188.5,,,0,71.2853,156.63774,2122,440
184620,961.5,-4.6,381,-6.7,86.7,0,227.6,,,0,71.2853,156.63585,2118,439
184621,959.9,-4.4,394,-7.7,77.5,0,236.8,,,0,71.2853,156.6331,2115,438
184622,958.7,-3.9,405,-8.1,72.8,0.04,189.2,,,0,71.2853,156.63019,2110,437
184623,957.4,-3.6,417,-8.8,67.1,0,203.2,,,0,71.2853,156.62813,2107,437
184624,956.2,-3.2,427,-9.7,60.5,0,235,,,0,71.2853,156.62538,2103,436
184625,954.7,-2.8,440,-9.3,60.7,0,178.5,,,0,71.2853,156.62247,2101,435
184626,953,-2.6,454,-8.4,63.8,0.07,179.8,,,0,71.28513,156.61972,2098,434
184627,951.4,-2.3,469,-7.6,66.7,0.22,165,,,0,71.28513,156.61749,2094,434
184628,950.1,-2,480,-6.8,69.7,0,179.1,,,0,71.28513,156.61508,2090,433
184629,948.6,-1.9,494,-6.1,72.5,0.04,182.3,,,0,71.2853,156.6125,2087,433
184630,947,-1.9,508,-5.4,75.8,0,147.2,,,0,71.2853,156.60976,2083,432
184631,945.6,-1.7,520,-4.8,78.8,0,153.7,,,0,71.2853,156.60753,2079,432
184632,944.3,-1.5,531,-4.2,81.7,0,182.5,,,0,71.28548,156.60478,2075,431
184633,943.2,-1.4,541,-3.6,84.5,0.11,197.1,,,0,71.28564,156.60255,2072,431
184634,942.1,-1.3,551,-3.1,87.4,0.04,124.9,,,0,71.28564,156.60083,2069,430
184635,941,-1.1,560,-2.5,90,0.23,131.1,,,0,71.28599,156.59775,2065,430
184636,940.2,-1,567,-2,93,0.04,148.9,,,0,71.28616,156.59569,2062,430
184637,939.5,-0.9,574,-1.5,95.9,0.04,160.5,,,0,71.28633,156.59311,2060,430
184638,938.8,-0.9,580,-1,99.1,0,214.4,,,0,71.28667,156.59071,2058,430
184639,938.1,-0.9,586,-0.6,100,0,194.1,,,0,71.28702,156.58916,2056,430
184640,937.6,-0.8,591,-0.3,100,0.23,191.3,,,0,71.28736,156.58641,2054,430
184641,937,-0.8,596,-1.4,95.5,0,154.1,,,0,71.28788,156.58435,2053,431
184642,936.4,-0.7,602,-2.6,87.3,0.04,181.5,,,0,71.28822,156.58212,2051,430
184643,935.8,-0.7,606,-2.5,88.2,0.11,194.3,,,0,71.28857,156.58075,2049,431
184644,935.4,-0.7,610,-1.9,92.1,0.04,215.5,,,0,71.28908,156.57835,2048,431
184645,934.9,-0.6,614,-1.8,92.5,0,162.1,,,0,71.28942,156.57698,2047,431
184646,934.4,-0.5,619,-2.3,88.6,0,202.5,,,0,71.29011,156.57457,2046,431
184647,934,-0.5,623,-2.1,89.6,0,179.9,,,0,71.29063,156.57303,2046,431
184648,933.7,-0.4,625,-2.6,86.1,0.23,155.6,,,0,71.29131,156.57114,2045,432
184649,933.2,-0.3,630,-4.1,77,0.07,194.7,,,0,71.29166,156.56993,2043,432
184650,932.7,-0.3,634,-5,71.4,0,157.3,,,0,71.29234,156.56822,2041,432
184651,932,-0.3,640,-4.7,73,0,210.9,,,0,71.29303,156.56668,2040,432
184652,931.5,-0.2,645,-4.7,72.6,0.04,185,,,0,71.29372,156.56548,2038,433
184653,930.9,-0.2,650,-5.3,69.6,0,167.1,,,0,71.2944,156.5641,2036,433
184654,930.1,-0.2,657,-5,71.1,0,198,,,0,71.29509,156.56306,2034,434
184655,929.5,-0.1,663,-5.7,67.2,0,155.7,,,0,71.29578,156.56204,2032,435
184656,928.8,-0.1,669,-6.5,63.1,0,150.8,,,0,71.29629,156.561,2032,435
184657,928.3,-0.1,674,-6,65.4,0.04,139.4,,,0,71.29715,156.56015,2034,436
184658,927.5,-0.1,681,-5.5,68.3,0.07,139.6,,,0,71.298,156.55913,2038,436
184659,926.9,-0.1,686,-5.9,66,0.04,146.3,,,0,71.29869,156.55861,2043,438
184700,926.3,-0.2,691,-5.8,66.4,0,149.8,,,0,71.29938,156.55792,2046,439
184701,925.6,-0.2,697,-5.2,69.9,0.23,182.6,,,0,71.30006,156.5574,2046,439
184702,925,-0.2,703,-4.5,73.7,0,153.4,,,0,71.30093,156.55688,2046,440
184703,924.4,-0.2,708,-4.7,72.7,0.04,150.3,,,0,71.30196,156.55655,2045,441
184704,923.9,-0.2,713,-5,71.4,0.07,142.3,,,0,71.30247,156.55638,2043,442
184705,923.4,-0.2,718,-4.5,74.3,0,139.2,,,0,71.30315,156.5562,2042,443
184706,922.7,-0.2,724,-3.8,78.2,0,162.4,,,0,71.30402,156.55603,2041,444
184707,922.3,-0.3,728,-3.5,80.2,0.07,175.7,,,0,71.30487,156.5562,2040,444
184708,921.6,-0.3,733,-3.8,78.2,0.23,144.7,,,0,71.30573,156.55638,2038,445
184709,921,-0.3,739,-3.6,79.6,0,161.3,,,0,71.30642,156.55655,2037,446
184710,920.4,-0.3,744,-3.7,79,0.04,164.8,,,0,71.30727,156.55707,2035,447
184711,919.9,-0.4,749,-4.2,76.4,0.04,163.2,,,0,71.30796,156.5574,2034,448
184712,919.4,-0.4,753,-3.9,78.7,0.04,155.1,,,0,71.30882,156.55792,2033,449
184713,918.8,-0.4,759,-4,78.4,0,198.2,,,0,71.30968,156.55844,2031,449
184714,918.2,-0.5,764,-4.4,75.8,0,147.3,,,0,71.31036,156.55946,2029,450
184715,917.6,-0.4,770,-4.1,77.9,0.04,173.9,,,0,71.31105,156.56015,2028,450
184716,916.9,-0.4,776,-3.6,81,0,137.5,,,0,71.31174,156.56084,2026,451
184717,916.3,-0.5,781,-3.8,79.6,0,162.5,,,0,71.3126,156.56187,2024,452
184718,915.7,-0.5,787,-3.7,80.2,0.23,164.3,,,0,71.31329,156.5629,2022,453
184719,914.9,-0.5,794,-3.2,83.3,0,172.8,,,0,71.31414,156.56393,2020,453
184720,914.4,-0.5,798,-3.6,81.4,0.04,156.3,,,0,71.31483,156.56496,2019,454
184721,913.6,-0.5,805,-4,78.8,0.04,186.5,,,0,71.31535,156.56616,2017,455
184722,912.8,-0.6,813,-3.5,81.6,0,189.9,,,0,71.31603,156.56718,2016,456
184723,912.2,-0.6,818,-3.5,82.2,0.07,138.5,,,0,71.31689,156.56874,2014,456
184724,911.5,-0.6,825,-4,79.5,0.11,168.6,,,0,71.31757,156.56993,2012,457
184725,910.6,-0.7,833,-3.7,81.6,0.04,148.8,,,0,71.31826,156.57114,2011,458
184726,909.8,-0.7,840,-3.4,83.1,0.23,202.6,,,0,71.31895,156.57251,2009,458
184727,909.1,-0.7,847,-4,79.7,0.11,135.8,,,0,71.31963,156.57372,2007,459
184728,908.3,-0.8,854,-3.8,81.3,0.04,164.4,,,0,71.32032,156.57492,2005,460
184729,907.5,-0.8,861,-3.4,84,0,203.1,,,0,71.32101,156.57629,2004,461
184730,906.7,-0.9,868,-3.9,81.3,0,137.8,,,0,71.32187,156.57784,2003,462
184731,906.2,-0.9,873,-3.9,81.4,0,131.1,,,0,71.32238,156.57904,2001,462
184732,905.6,-0.9,879,-3.4,84.6,0.07,153.1,,,0,71.32307,156.58023,2001,463
184733,905,-1,884,-3.8,82.6,0.04,153.2,,,0,71.32375,156.5816,2000,464
184734,904.5,-1,889,-4,81.8,0.04,175.5,,,0,71.32444,156.58281,1998,465
184735,904.1,-1.1,893,-3.5,84.8,0,136.9,,,0,71.3253,156.58453,1998,466
184736,903.7,-1.1,896,-3.8,83.7,0.23,172.8,,,0,71.32581,156.58556,1997,467
184737,903.3,-1.1,900,-4.1,82,0,142.6,,,0,71.3265,156.58693,1996,468
184738,903,-1.1,903,-3.6,85.1,0.04,142.8,,,0,71.32719,156.58813,1995,469
184739,902.4,-1.1,908,-3.6,85.1,0.07,156.6,,,0,71.32787,156.58951,1992,469
184740,902,-1.2,912,-4.1,82.5,0,151.6,,,0,71.32856,156.59053,1990,471
184741,901.7,-1.2,915,-3.7,85.4,0.23,163.7,,,0,71.32908,156.59157,1989,473
184742,901.1,-1.2,919,-3.5,86.5,0,143.4,,,0,71.33011,156.59328,1986,474
184743,900.7,-1.3,923,-4,83.4,0,162.2,,,0,71.33062,156.59415,1985,476
184744,900.3,-1.3,927,-3.7,85.5,0.11,138.5,,,0,71.33131,156.59534,1984,479
184745,899.7,-1.3,933,-3.5,87.1,0.23,155.7,,,0,71.33217,156.59654,1985,483
184746,899.1,-1.3,938,-4,84,0.07,173,,,0,71.33286,156.59775,1986,487
184747,898.5,-1.3,944,-3.8,84.9,0,150.9,,,0,71.33354,156.59895,1987,491
184748,897.9,-1.2,949,-3.3,87.8,0.04,151,,,0,71.33423,156.60014,1988,495
184749,897.3,-1.2,954,-4,83.5,0,123.6,,,0,71.33526,156.6017,1989,499
184750,896.6,-1.1,961,-4.4,80.2,0.04,116.8,,,0,71.33595,156.6022,1988,503
184751,896,-1.1,967,-4.2,81.1,0.07,127.3,,,0,71.33663,156.60358,1987,507
184752,895.4,-1,972,-5,75.9,0.23,124,,,0,71.33732,156.60495,1986,510
184753,894.5,-0.9,980,-6.4,68.2,0.07,110.3,,,0,71.33801,156.60616,1984,514
184754,894,-0.8,985,-7.6,61.4,0,125.9,,,0,71.33869,156.60736,1982,518
184755,893.2,-0.9,993,-8.4,57.7,0.07,100.1,,,0,71.33938,156.60838,1981,520
184756,892.6,-0.9,998,-7.9,60,0,79.5,,,0,71.34007,156.60942,1979,523
184757,891.7,-0.9,1006,-7.9,60.3,0,114.2,,,0,71.34109,156.61096,1977,526
184758,891,-1,1013,-8.5,57.4,0.04,126.5,,,0,71.34161,156.61182,1976,528
184759,890.3,-1,1019,-8.1,59.3,0.07,111,,,0,71.34229,156.61285,1975,531
184800,889.6,-1,1025,-8.1,59.6,0.23,112.9,,,0,71.34315,156.61423,1973,533
184801,889.2,-1.1,1030,-8.6,57.7,0.15,99.2,,,0,71.34367,156.61508,1972,535
184802,888.4,-1.1,1037,-8.1,59.8,0.23,137.7,,,0,71.3447,156.61646,1971,537
184803,887.7,-1.2,1043,-8.2,59.8,0.11,113.4,,,0,71.34521,156.61731,1968,539
184804,887.2,-1.2,1048,-8.6,58.1,0,94.3,,,0,71.34607,156.61852,1967,541
184805,886.6,-1.1,1054,-8,60.6,0.23,120.7,,,0,71.34693,156.61972,1965,543
184806,886,-1.2,1059,-7.7,62.2,0.07,115.6,,,0,71.34779,156.62093,1963,544
184807,885.4,-1.2,1065,-8.2,60.4,0.04,105.2,,,0,71.34847,156.62195,1961,546
184808,884.8,-1,1071,-7.9,61.4,0,119.3,,,0,71.34899,156.6228,1960,547
184809,884.3,-1,1075,-7.2,64.3,0.04,126.4,,,0,71.34985,156.62401,1958,549
184810,883.6,-1,1082,-7.4,63,0.04,87.8,,,0,71.35071,156.62521,1956,550
184811,883.1,-1.2,1086,-7.5,62.7,0.23,79.2,,,0,71.35139,156.62624,1955,551
184812,882.5,-1.1,1092,-6.9,65.9,0,109.2,,,0,71.35225,156.62744,1954,552
184813,882.1,-1.1,1096,-6.9,66.2,0,84.7,,,0,71.35311,156.62865,1951,553
184814,881.5,-1.2,1101,-7.5,63.3,0.07,98.8,,,0,71.3538,156.6295,1945,553
184815,881,-1.2,1106,-7.1,65.3,0.22,84.8,,,0,71.35448,156.63054,1937,553
184816,880.4,-1.3,1111,-7,66.4,0.07,115.1,,,0,71.35534,156.63156,1929,554
184817,880,-1.3,1115,-7.7,62.8,0.18,74.4,,,0,71.3562,156.63277,1921,553
184818,879.5,-1.3,1120,-7.4,64.2,0.22,70.9,,,0,71.35671,156.63362,1917,553
184819,879,-1.3,1125,-6.7,68,0.25,79.9,,,0,71.35757,156.63499,1913,553
184820,878.6,-1.4,1129,-6.8,67.5,0,83.8,,,0,71.35826,156.63603,1909,553
184821,877.9,-1.5,1135,-7.4,65.3,0.07,85.7,,,0,71.35912,156.63741,1908,553
184822,877.5,-1.5,1139,-6.9,67.4,0.22,75.1,,,0,71.3598,156.63843,1905,552
184823,876.9,-1.5,1144,-6.9,67.9,0.22,69.8,,,0,71.36049,156.63947,1904,552
184824,876.3,-1.6,1150,-7.4,65.6,0.14,95,,,0,71.36135,156.64084,1902,552
184825,875.8,-1.6,1154,-7,67.9,0.04,79,,,0,71.36204,156.64203,1901,552
184826,875.1,-1.7,1161,-6.7,69.4,0.22,80.8,,,0,71.36289,156.64375,1900,551
184827,874.5,-1.7,1167,-7.2,67,0.22,52.2,,,0,71.36358,156.64496,1899,552
184828,873.9,-1.7,1172,-7.1,68.1,0,88.3,,,0,71.36427,156.64615,1898,551
184829,873.3,-1.8,1178,-7,68.7,0.04,101.1,,,0,71.36478,156.64702,1896,551
184830,872.7,-1.9,1184,-7.4,67,0,68.8,,,0,71.36581,156.6489,1895,551
184831,872,-1.9,1190,-7,69.6,0.07,86.9,,,0,71.3665,156.65027,1894,550
184832,871.4,-2,1196,-6.9,70.5,0.22,74.3,,,0,71.36701,156.65131,1892,550
184833,870.8,-2.1,1201,-7.4,68.2,0.21,78,,,0,71.36804,156.6532,1891,550
184834,870.2,-2.1,1207,-7.1,69.9,0.22,50.8,,,0,71.36873,156.65457,1888,550
184835,869.6,-2.1,1212,-7.1,70,0.07,87.3,,,0,71.36942,156.65594,1887,550
184836,869.1,-2.1,1217,-7.3,69.1,0.11,58.3,,,0,71.3701,156.65749,1886,550
184837,868.5,-2.2,1223,-7,71.2,0.22,87.5,,,0,71.37079,156.65886,1884,549
184838,867.8,-2.3,1230,-7.4,69,0.22,76.7,,,0,71.37165,156.66075,1883,549
184839,867.4,-2.4,1233,-7.4,69.5,0.22,102.3,,,0,71.37234,156.66212,1882,549
184840,866.9,-2.4,1238,-6.9,72.7,0,75.1,,,0,71.37285,156.66331,1880,549
184841,866.5,-2.4,1242,-7.4,70.4,0.11,97.1,,,0,71.37371,156.66537,1879,549
184842,865.9,-2.4,1248,-7.6,69.3,0.22,66.1,,,0,71.3744,156.66675,1878,549
184843,865.5,-2.5,1252,-7,72.8,0.04,69.8,,,0,71.37508,156.66812,1876,548
184844,864.9,-2.5,1257,-7.3,71.4,0.07,77.2,,,0,71.3756,156.66916,1875,548
184845,864.4,-2.6,1262,-7.6,69.6,0.22,66.3,,,0,71.37646,156.67105,1873,548
184846,863.9,-2.6,1267,-7.2,72,0.22,66.4,,,0,71.37714,156.67242,1872,548
184847,863.5,-2.6,1271,-7.5,70.3,0.22,90.6,,,0,71.378,156.67413,1871,547
184848,862.9,-2.6,1276,-7.7,69.8,0.07,92.6,,,0,71.37868,156.67551,1870,547
184849,862.4,-2.6,1281,-7.2,72.1,0,77.8,,,0,71.37955,156.67723,1868,547
184850,861.8,-2.7,1286,-7.8,69.3,0.22,87.2,,,0,71.38006,156.6786,1866,547
184851,861.1,-2.7,1293,-8.3,66.8,0.22,66.8,,,0,71.38109,156.68066,1865,546
184852,860.5,-2.7,1299,-7.7,70.1,0.22,92.8,,,0,71.38161,156.68169,1864,546
184853,860.1,-2.8,1303,-7.7,70.3,0.07,78.1,,,0,71.38246,156.68341,1862,546
184854,859.5,-2.8,1309,-8.2,67.9,0.1,76.4,,,0,71.38298,156.68512,1861,545
184855,858.9,-2.9,1314,-7.8,70.3,0.43,192,,,0,71.38383,156.68666,1859,545
184856,858.2,-2.9,1321,-7.8,70.5,0.43,104.6,,,0,71.38435,156.6877,1858,544
184857,857.5,-3,1327,-7.8,70.4,0.21,44.7,,,0,71.38538,156.68976,1856,544
184858,857.1,-3,1332,-7.3,73.1,0.22,101.4,,,0,71.38607,156.69113,1855,543
184859,856.4,-3.1,1338,-7.7,71.3,0.21,54.4,,,0,71.38658,156.69302,1853,543
184900,855.8,-3.1,1344,-7.9,70.8,0.21,58.3,,,0,71.38761,156.6944,1852,543
184901,855.1,-3.1,1351,-7.6,72,0.22,71.6,,,0,71.38813,156.69577,1851,542
184902,854.6,-3.1,1356,-8.2,69.3,0.43,88.6,,,0,71.38882,156.69731,1850,541
184903,853.9,-3.2,1362,-8.1,69.9,0.03,69.9,,,0,71.3895,156.6992,1849,541
184904,853.3,-3.2,1368,-7.9,71.2,0.07,92.4,,,0,71.39036,156.70039,1848,540
184905,852.4,-3.3,1376,-8.5,68.4,0.22,117.8,,,0,71.39104,156.70177,1847,540
184906,851.9,-3.4,1381,-8.2,70.3,0.43,89.1,,,0,71.39191,156.70349,1846,539
184907,851.3,-3.4,1387,-7.5,74.7,0.43,98.7,,,0,71.39259,156.7052,1844,539
184908,850.7,-3.5,1393,-7.7,73.9,0.43,76,,,0,71.39328,156.70641,1843,538
184909,850.2,-3.5,1398,-8.4,69.8,0.65,89.4,,,0,71.39413,156.7083,1842,537
184910,849.5,-3.6,1405,-8,72.7,0.22,83.9,,,0,71.39482,156.70967,1841,537
184911,848.9,-3.6,1410,-7.4,76.4,0.1,62.9,,,0,71.39551,156.71104,1840,536
184912,848.5,-3.6,1414,-7.9,73.9,0.43,105,,,0,71.39619,156.71242,1839,535
184913,847.8,-3.7,1421,-8.2,72.4,0.17,74.6,,,0,71.39706,156.71448,1838,535
184914,847.1,-3.7,1427,-7.6,76,0.21,82.4,,,0,71.39757,156.7155,1837,534
184915,846.5,-3.8,1433,-7.6,76.3,0.43,49.9,,,0,71.39843,156.71722,1836,534
184916,845.9,-3.8,1439,-8,73.9,0.43,72.9,,,0,71.39928,156.71893,1834,533
184917,845.4,-3.9,1443,-7.5,77,0.21,59.6,,,0,71.39997,156.72049,1833,533
184918,844.9,-4,1449,-7.5,77.8,0.43,77,,,0,71.40083,156.7222,1832,532
184919,844.2,-4,1455,-8,74.8,0.21,46.3,,,0,71.40134,156.72374,1831,532
184920,843.7,-4,1460,-7.6,77.4,0.07,57.9,,,0,71.40203,156.72478,1829,531
184921,843.2,-4,1465,-7.5,78.2,0.43,84.9,,,0,71.40255,156.72615,1828,531
184922,842.6,-4.1,1471,-7.9,76,0.43,106.5,,,0,71.40358,156.72821,1827,530
184923,842.3,-4.1,1474,-7.4,79.3,0.43,87.3,,,0,71.40427,156.72958,1826,530
184924,841.7,-4.2,1479,-7.3,80.4,0.43,114.5,,,0,71.40512,156.73129,1825,529
184925,841.1,-4.2,1485,-7.8,77.1,0.43,104.9,,,0,71.40564,156.7325,1823,529
184926,840.7,-4.2,1490,-7.5,79.6,0.64,103.1,,,0,71.40649,156.73456,1823,528
184927,840.4,-4.3,1492,-7.3,80.6,0.43,83.8,,,0,71.40718,156.73593,1824,527
184928,840,-4.3,1497,-7.9,77.6,0.21,89.8,,,0,71.40787,156.7373,1828,527
184929,839.3,-4.4,1503,-7.5,80.2,0.64,117.2,,,0,71.40873,156.73903,1834,527
184930,838.9,-4.4,1507,-7.4,80.9,0.43,90,,,0,71.40942,156.74057,1839,527
184931,838.5,-4.5,1511,-7.9,78.1,0.43,107.8,,,0,71.4101,156.74178,1842,527
184932,837.9,-4.5,1516,-7.5,80.8,0.64,111.8,,,0,71.41079,156.74348,1844,526
184933,837.5,-4.5,1521,-7.4,81.5,0.21,137.6,,,0,71.41182,156.74486,1844,526
184934,837,-4.6,1526,-8,78.6,0.64,90.5,,,0,71.41251,156.74675,1843,526
184935,836.4,-4.6,1531,-7.6,81.2,0.21,100.6,,,0,71.41319,156.74812,1842,526
184936,835.8,-4.7,1536,-7.6,81.7,0.21,114.4,,,0,71.41405,156.74983,1841,525
184937,835.4,-4.7,1541,-8.1,78.5,0.85,148.2,,,0,71.41473,156.75139,1839,525
184938,834.7,-4.7,1548,-7.6,81.9,0.84,88.9,,,0,71.4156,156.75293,1838,524
184939,834,-4.8,1554,-7.2,85,0.42,97,,,0,71.41628,156.75447,1837,525
184940,833.5,-4.9,1560,-7.8,81,0.42,106.9,,,0,71.41697,156.75601,1835,524
184941,832.8,-4.9,1566,-7.8,81.7,0.21,65.4,,,0,71.41766,156.75757,1833,524
184942,832.1,-5,1573,-7.3,85.6,0.85,103.3,,,0,71.41834,156.75894,1832,523
184943,831.7,-5,1577,-7.8,82.5,0.43,117.4,,,0,71.4192,156.76048,1831,524
184944,830.9,-5.1,1585,-7.9,81.8,0.64,105.6,,,0,71.41988,156.76202,1830,523
184945,830,-5.1,1593,-7.3,85.9,0.64,93.7,,,0,71.4204,156.76306,1829,523
184946,829.4,-5.2,1600,-7.7,83.8,0.43,105.7,,,0,71.42143,156.76494,1828,522
184947,828.7,-5.3,1606,-8,82.5,0.85,103.9,,,0,71.42194,156.76666,1827,522
184948,828.1,-5.3,1612,-7.5,86.2,0.43,96,,,0,71.42297,156.7682,1827,521
184949,827.3,-5.4,1620,-7.6,85.5,0.64,100.2,,,0,71.42366,156.76924,1827,521
184950,826.6,-5.3,1627,-8.1,82.9,0.64,130.4,,,0,71.42435,156.7713,1825,521
184951,826,-5.3,1633,-7.6,85.9,0.86,74.3,,,0,71.42503,156.77284,1824,520
184952,825.3,-5.4,1640,-7.8,84.7,0.43,122.5,,,0,71.4259,156.77455,1823,520
184953,824.5,-5.4,1647,-8.1,82.9,0.43,90.5,,,0,71.42658,156.77611,1821,519
184954,823.9,-5.5,1654,-7.6,86.3,0.86,92.6,,,0,71.42727,156.77765,1819,519
184955,823.3,-5.5,1660,-7.9,85.3,0.43,94.8,,,0,71.42812,156.77885,1818,518
184956,822.7,-5.6,1665,-8.2,83.5,0.21,72.7,,,0,71.42864,156.78091,1816,518
184957,822,-5.7,1672,-7.6,87.6,0.86,74.8,,,0,71.42915,156.7821,1815,518
184958,821.5,-5.7,1677,-7.8,86.3,0.21,105.2,,,0,71.43018,156.78416,1813,517
184959,821,-5.7,1682,-8.2,84.1,1.07,121.5,,,0,71.43087,156.78572,1812,516
185000,820.5,-5.8,1687,-7.7,87.8,0.64,91.3,,,0,71.43156,156.78743,1811,516
185001,820,-5.8,1692,-7.9,86.4,1.07,103.7,,,0,71.43224,156.78915,1810,516
185002,819.5,-5.8,1697,-8.2,84.8,0.85,116.2,,,0,71.43293,156.7907,1809,515
185003,819.2,-5.8,1700,-7.8,87.9,0.85,96,,,0,71.43379,156.79259,1809,515
185004,818.7,-5.9,1705,-8.1,86.3,0.85,77.7,,,0,71.4343,156.79378,1808,515
185005,818.3,-5.9,1709,-8.3,85.2,0.21,100.3,,,0,71.43517,156.79567,1808,515
185006,817.9,-6,1713,-7.8,88.8,0.42,84.1,,,0,71.43568,156.79721,1807,514
185007,817.6,-6,1716,-8.1,86.5,0.63,100.6,,,0,71.43654,156.79893,1807,514
185008,817.2,-6,1720,-8.5,84.5,0.42,92.5,,,0,71.43739,156.80064,1807,513
185009,816.8,-6.1,1724,-8,88.1,0.21,72.1,,,0,71.43808,156.80254,1809,513
185010,816.4,-6.1,1728,-8.3,85.9,1.05,76.2,,,0,71.43877,156.80408,1810,512
