Time,Altitude,Pressure,RFTS,DewPt,LICDew,RH,ReHuI,CN3025,CN7610,CN3025_corrected,PCTcon,PCcn01,PCcn02,PCcn03,PCcn04,PCcn05,PCcn06,PCcn07,PCcn08,PCcn09,PCcn10,PCcn11,PCcn12,PCcn13,PCcn14,PCcn15
190946,37,1008.8,-9,-8.4,-7.9,99.2,108,0,0,,2120.7,1338.9,336,184.4,99.9,79.5,24.1,31.5,7.9,11.4,4,1,0.5,0.6,0.7,0.4
191146,38,1008.6,-8.1,-9,-7.9,97.4,106,0,0,,1156.6,940.8,51.1,39,29.9,35.5,14.5,23.2,6.7,9.9,2.8,0.9,0.6,0.8,0.6,0.3
191346,215,987.8,-9.1,-10.4,-7.1,89.2,97.2,1,13,,483.4,358.8,33.4,24.6,17.5,18.2,7.4,10.8,2.8,3.7,1.2,0.9,0.6,1,1.4,1.2
191546,881,909.1,-9.9,-16.4,-7.1,58.2,64,1029,644,,42.8,5.7,9.4,8.4,7.4,6.6,2,2.3,0.3,0.3,0.1,0.2,0.1,0,0,0
191746,1710,821.6,-15.5,-20.7,-12.7,65.4,76.3,1283,923,,36.7,6.3,7.4,7.6,5.6,5.3,1.4,1.9,0.4,0.4,0.2,0.1,0,0,0,0
191946,2576,737.6,-19.5,-25.4,-18.2,61,74.1,292,273,,99.9,14,19.9,20.3,18.3,17.3,4.5,4.9,0.2,0.2,0.1,0.1,0,0.1,0,0
192146,3407,663.6,-22.9,-27.3,-21.4,69.5,87.3,268,313,,187.5,25.9,41.2,38.4,30.4,32.9,8.4,8.1,0.5,0.2,0.3,0.3,0,0.2,0.3,0.2
192346,4257,594.3,-27.8,-32,-26.2,72.5,95.8,316,401,,278.8,34.6,60,59.2,48.4,46.8,13.5,13.2,1,0.4,0.3,0.4,0.3,0.3,0.2,0.2
192546,4992,539.2,-32.4,-33.2,-30.7,98.4,135.7,267,365,,267.4,37.1,53.7,54.9,46.7,47.6,14,11.4,0.9,0.2,0.2,0.2,0,0.2,0,0.1
192746,5610,496.1,-36.8,-37.9,-34.7,94.8,136.1,437,539,,163.9,18.5,34.4,40.7,30.3,27.5,6.8,4.6,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1
192946,6139,461.4,-40,-43.5,-38.4,74,109.6,274,451,,312.8,43.6,63.1,65.1,51.4,54.9,15.3,13.3,2.6,0.9,0.8,0.5,0.4,0.3,0.4,0.4
193146,6554,435.7,-41.5,-48.4,-40,50.3,75.6,189,352,,428.9,61.2,97.5,91.7,67.2,67.1,22.2,16.2,2.9,1.4,0.5,0.1,0.4,0.2,0.4,0
193346,6924,413.8,-43.7,-50.1,-41.9,53.7,82.5,173,339,,528.6,84.1,123.1,115,81,75.8,24.3,17.7,4.2,1.7,0.2,0.3,0.1,0.5,0.3,0.1
193546,7031,407.5,-44.2,-50.7,-42.9,52.8,81.5,142,326,,588,93.8,152.5,119,86.8,79.1,28,21.8,4.7,1.4,0.9,0,0,0,0,0
193746,7027,407.8,-43.7,-50.5,-42.5,50.2,77,116,224,,,,,,,,,,,,,,,,,
193946,7022,408.1,-43.8,-50,-42.5,54.2,83.4,11,49,,,,,,,,,,,,,,,,,
194146,7023,408,-43.8,-50.1,-42.6,53.7,82.5,135,315,,,,,,,,,,,,,,,,,
194346,7028,407.7,-43.5,-50.4,-42.4,49.8,76.3,179,320,,,,,,,,,,,,,,,,,
194546,6880,416.4,-42.9,-50.3,-42,47.1,71.7,196,331,,,,,,,,,,,,,,,,,
194746,6407,444.7,-41.4,-47.4,-40.5,55.9,83.3,215,361,,,,,,,,,,,,,,,,,
194946,6042,467.7,-39.1,-39.7,-38.6,93.6,136.6,323,472,,,,,,,,,,,,,,,,,
195146,5809,482.8,-37.7,-38.5,-37.2,91,130.8,385,483,,,,,,,,,,,,,,,,,
195346,5799,483.4,-37.6,-38.4,-37.1,89.6,128.4,270,356,,,,,,,,,,,,,,,,,
195546,5795,483.7,-37.5,-45.1,-37.8,48.1,69.6,285,423,,,,,,,,,,,,,,,,,
195746,5799,483.4,-37.3,-46,-37.6,42.5,61.4,317,464,,,,,,,,,,,,,,,,,
195946,5801,483.3,-37.1,-46.3,-37.5,40.3,58.2,377,542,,,,,,,,,,,,,,,,,
200146,5803,483.1,-37,-45.9,-37.2,44.3,63.9,421,612,,,,,,,,,,,,,,,,,
200346,5803,483.2,-37.6,-36.6,-36.6,99.1,141.3,578,832,,,,,,,,,,,,,,,,,
200546,5800,483.3,-37.4,-36.2,-36.5,100,142.2,413,474,,,,,,,,,,,,,,,,,
200746,5964,472.6,-38.5,-37.1,-37.3,100,143.5,628,843,,,,,,,,,,,,,,,,,
200946,6307,450.9,-40.6,-39.7,-39.1,100,147,608,978,,,,,,,,,,,,,,,,,
201146,6403,444.9,-40.9,-40.3,-39.7,100,147.8,556,985,,,,,,,,,,,,,,,,,
201346,6404,444.8,-40.8,-41.5,-39.8,96.3,143.5,391,538,,,,,,,,,,,,,,,,,
201546,6347,448.4,-39.9,-41.3,-39.2,91.6,135.7,342,482,,,,,,,,,,,,,,,,,
201746,6302,451.1,-39.8,-40.9,-39,94.6,139.9,221,282,,,,,,,,,,,,,,,,,
201946,6037,468,-38.5,-38.6,-37.9,98.6,143.1,140,217,,,,,,,,,,,,,,,,,
202146,5802,483.2,-36.8,-36.6,-36.5,99.8,142.4,182,262,,,,,,,,,,,,,,,,,
202346,5830,481.4,-36.4,-37.5,-36.3,95,136.1,173,252,,,,,,,,,,,,,,,,,
202546,6068,465.9,-37.9,-38.6,-37.1,98.5,143.1,133,166,,,,,,,,,,,,,,,,,
202746,6106,463.5,-37.9,-38,-37.2,99.9,144.5,98,137,,,,,,,,,,,,,,,,,
202946,6111,463.2,-37.7,-38,-36.9,100,144.7,33,33,,,,,,,,,,,,,,,,,
203146,6113,463.1,-37.4,-38.7,-36.8,93.1,134.7,36,51,,,,,,,,,,,,,,,,,
203346,6117,462.8,-37.4,-38.6,-36.5,92.9,134.2,125,104,,,,,,,,,,,,,,,,,
203546,6115,462.9,-37.4,-37.8,-36.5,99.4,143.5,70,89,,,,,,,,,,,,,,,,,
203746,6107,463.5,-37.8,-37.4,-36.7,100,143.9,176,168,,,,,,,,,,,,,,,,,
203946,6104,463.6,-38.1,-37.1,-37,100,143.5,124,185,,,,,,,,,,,,,,,,,
204146,6053,466.9,-37.5,-37.6,-36.8,100,144.2,207,253,,,,,,,,,,,,,,,,,
204346,5575,498.5,-34.3,-34.8,-34.6,99.5,139.7,241,340,,,,,,,,,,,,,,,,,
204546,5244,521.1,-31.6,-31.6,-31.5,99.9,135.9,313,403,,,,,,,,,,,,,,,,,
204746,5656,493,-33.9,-33.7,-32.6,99.5,138,186,269,,,,,,,,,,,,,,,,,
204946,6068,466,-36.1,-36.3,-35.3,99.3,141.2,75,114,,,,,,,,,,,,,,,,,
205146,6098,464,-35.9,-37.2,-35.8,93.4,133.2,84,140,,,,,,,,,,,,,,,,,
205346,5826,481.7,-33.9,-35.8,-34.5,88,123.2,97,154,,,,,,,,,,,,,,,,,
205546,5347,514,-31.2,-30.6,-31.4,100,134.8,198,278,,,,,,,,,,,,,,,,,
205746,4962,541.2,-28,-27.9,-28.3,100,131.3,228,300,,,,,,,,,,,,,,,,,
205946,4922,544.1,-27.4,-28.1,-27.4,98.7,129.6,232,308,,,,,,,,,,,,,,,,,
210146,4919,544.3,-27.2,-28,-27.1,97.5,127.8,228,300,,,,,,,,,,,,,,,,,
210346,4926,543.8,-27.2,-27.4,-27,100,130.6,215,279,,,,,,,,,,,,,,,,,
210546,4922,544.1,-27.1,-27.5,-27.2,97.9,127.7,215,274,,,,,,,,,,,,,,,,,
210746,4606,567.6,-24.6,-26,-25.3,92.8,118.7,225,272,,,,,,,,,,,,,,,,,
210946,4166,601.3,-21.3,-23.6,-22,84.7,104.8,247,285,,,,,,,,,,,,,,,,,
211146,4013,613.4,-20.3,-21.7,-20.5,91.8,112.4,237,278,,,,,,,,,,,,,,,,,
211346,4015,613.2,-20.5,-21.9,-20.9,91.8,112.7,273,309,,,,,,,,,,,,,,,,,
211546,4019,612.9,-20.5,-21.6,-20.9,93.4,114.4,238,279,,,,,,,,,,,,,,,,,
211746,4013,613.3,-20.2,-22.4,-21.1,85.7,104.8,224,270,,,,,,,,,,,,,,,,,
211946,4012,613.5,-20.3,-21.7,-20.9,92,112.7,233,289,,,,,,,,,,,,,,,,,
212146,4004,614.1,-20.4,-20.8,-20.6,98.9,121,264,326,,,,,,,,,,,,,,,,,
212346,3988,615.4,-20.2,-20.1,-20.4,100,121.7,336,420,,,,,,,,,,,,,,,,,
212546,3994,614.9,-20.2,-20.6,-20.7,99.1,121.1,291,356,,,,,,,,,,,,,,,,,
212746,4006,613.9,-20.3,-21.2,-21.1,96.3,117.9,324,369,,,,,,,,,,,,,,,,,
212946,4000,614.4,-20.1,-22.3,-22,85.1,103.9,246,304,,,,,,,,,,,,,,,,,
213146,4000,614.4,-20.1,-22,-21.9,88.2,107.8,231,270,,,,,,,,,,,,,,,,,
213346,4116,605.2,-20.9,-22.6,-22.5,89.4,110.1,220,264,,,,,,,,,,,,,,,,,
213546,4716,559.4,-24.3,-25.6,-25.7,92,117.1,229,277,,,,,,,,,,,,,,,,,
213746,5273,519.2,-26.8,-27.6,-28.2,96.4,125.8,196,204,,,,,,,,,,,,,,,,,
213946,5768,485.5,-28.9,-30,-30.6,93.9,125,144,159,,,,,,,,,,,,,,,,,
214146,6136,461.7,-30.9,-31.9,-32.6,96.1,130.5,88,86,,,,,,,,,,,,,,,,,
214346,6455,441.8,-32.1,-33.4,-34.1,93.8,129,32,51,,,,,,,,,,,,,,,,,
214546,6039,467.9,-29.6,-31.3,-32.4,90.5,121.6,71,115,,,,,,,,,,,,,,,,,
214746,5274,519.3,-26.6,-27,-28.5,98.9,128.6,260,226,,,,,,,,,,,,,,,,,
214946,4612,567.1,-23.3,-23.9,-25.3,96.9,121.9,337,326,,,,,,,,,,,,,,,,,
215146,4024,612.5,-20.2,-21.1,-22.5,95.3,116.4,325,358,,,,,,,,,,,,,,,,,
215346,3635,644.2,-17.6,-19.3,-20.6,89.8,107.1,288,324,,78.9,15.8,20.3,14.5,11.6,11.1,2.1,2.5,0.1,0.1,0.2,0.1,0,0.3,0,0.3
215546,3541,652,-16.9,-18.5,-19.8,90.2,106.9,271,310,,65.9,13.7,16.1,14.2,8.9,8.6,1.8,1.5,0.2,0.2,0.1,0,0,0.1,0.2,0.1
215746,3564,650.1,-16.9,-18.5,-19.9,90.5,107.2,296,299,,59.2,12.9,14.8,10.9,7.8,7.1,2.8,1.4,0.2,0.2,0.2,0.2,0.1,0.2,0.3,0.3
215946,3560,650.4,-17,-18.9,-20.5,87.5,103.7,332,357,,60.1,14.6,14.7,11.5,8.5,6.4,2,1.7,0.2,0.1,0.1,0.1,0,0,0.1,0.1
220146,3521,653.7,-16.9,-18.1,-19.8,93.2,110.4,358,358,,43.9,11.1,10.9,7.9,5.8,5.4,1.2,1.1,0.1,0.1,0,0.1,0.1,0.1,0,0
220346,3523,653.6,-16.9,-18.4,-20.1,90.9,107.6,347,338,,46,10.8,11.5,9.4,6.5,5,1.1,1.1,0.2,0,0,0.1,0,0,0.1,0
220546,3534,652.6,-16.9,-18.7,-20.5,88.4,104.7,309,341,,48.6,10.6,13.3,9.7,6.6,5.4,1.2,1.4,0.1,0.1,0.1,0.1,0,0,0.1,0
220746,3523,653.6,-16.7,-18.7,-20.6,87.1,103,325,366,,52.3,11.6,13.5,11.2,6.9,6.1,1.6,1,0.1,0.1,0,0,0,0.1,0.1,0
220946,3088,691.3,-13.8,-15.8,-17.4,87.4,100.4,296,351,,87.8,20.5,23.5,15.9,11.4,11.1,2.3,2.1,0.3,0.2,0.1,0.1,0,0.1,0.2,0.2
221146,2149,778.1,-7.8,-9.4,-10.2,90.5,98,579,600,,72.6,15,20.4,14.9,10.3,8.1,2,1.4,0.1,0.1,0,0.1,0,0,0.1,0
221346,1266,867.5,-1.9,-4.3,-4.4,86.3,90.6,572,629,,85.5,14.7,22.5,17.2,12.8,11.4,3.1,2.4,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1
221546,555,945.2,3.1,-2.7,-2.4,66.7,-88.8,468,534,,121.2,16.9,30,25.3,19.9,18.4,5,3.9,0.6,0.3,0.2,0.2,0.1,0.1,0.1,0.1
221746,372,966,4.2,-2.7,-2.5,61.4,-88.8,453,517,,94.9,13,23.7,20.3,15.5,14.1,3.7,3.2,0.4,0.3,0.2,0.1,0.1,0.2,0.2,0
221946,375,965.7,4.1,-1.8,-1.3,65.6,-88.8,470,591,,66.8,11.8,18.1,13.5,9.5,8.4,2.3,2,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1
222146,374,965.8,3.6,-2.4,-1.9,65.3,-88.8,468,548,,73.5,11.4,17.8,16.2,10.7,10.7,3.1,2.3,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1
222346,378,965.4,3.9,-2.9,-2.4,61.4,-88.8,417,480,,81,12.1,19.9,17.2,12.5,11.9,3.2,2.6,0.5,0.4,0.1,0.2,0.1,0.1,0.1,0.1
222546,375,965.7,3.9,-2.8,-2.3,61.8,-88.8,416,479,,82,11.6,19.7,18.1,14.3,11.9,2.9,2.3,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.1
222746,340,969.7,2.6,-2.9,-2.4,68.1,83.2,585,625,,88,12.2,21.1,19,14.1,13.4,3.9,2.9,0.3,0.2,0.2,0.2,0.1,0.1,0.2,0.1
222946,250,980.3,0,-3.6,-3.2,78.2,82.8,834,809,,96.5,11.1,20,20,16.6,18.1,4.8,4,0.7,0.3,0.2,0.1,0.1,0.1,0.2,0.1
223146,243,981,1.4,-2.9,-2.4,73.2,-88.8,620,689,,88.9,11.3,19,17.6,15.2,16.1,4.5,3.6,0.5,0.3,0.2,0.2,0,0.1,0.1,0.1
223346,243,981.1,0.2,-3.8,-3.3,75.4,77,670,721,,93.9,10.7,18.8,19.7,17,16.5,5.2,4.3,0.4,0.4,0.3,0.2,0.1,0.1,0.2,0
223546,244,980.9,0.7,-3.6,-3.2,73.6,75.7,600,683,,90.6,11.2,19,19.1,15.8,15.6,4.6,3.6,0.4,0.4,0.2,0.2,0,0.2,0.2,0.1
223746,244,980.9,1.1,-3.5,-3.1,72.3,-88.8,389,455,,93.2,12.3,20.2,19.8,15.3,15.5,4.2,3.5,0.6,0.4,0.2,0.4,0.1,0.2,0.1,0.2
