Time,Altitude,Pressure,RFTS,DewPt,LICDew,RH,ReHuI,CN3025,CN7610,CN3025_corrected,PCTcon,PCcn01,PCcn02,PCcn03,PCcn04,PCcn05,PCcn06,PCcn07,PCcn08,PCcn09,PCcn10,PCcn11,PCcn12,PCcn13,PCcn14,PCcn15
003446,8,1005.2,-6.9,-9.1,-4.9,86.4,92.7,0,0,,6853.9,6626.8,72.8,42.4,30.8,35.5,12.6,19.8,4.8,5.3,2.2,0.3,0.1,0.1,0.2,0.1
003646,9,1005,-6.9,-9.1,-4.5,86.2,92.5,0,0,,7276.1,6911.9,144,77.5,46.9,46.5,13.6,21.3,5,5.8,2,0.5,0.1,0.4,0.4,0.3
003846,10,1004.9,-6.8,-9.1,-4.2,83.5,89.2,0,0,,7226.4,7043.3,56.1,31.6,24.6,31.6,10.6,17.3,4.2,4.5,1.9,0.2,0.1,0.1,0.1,0.1
004046,130,990.8,-7.6,-9.2,-5.7,90.8,98.2,0,0,,7946.8,5536,644.5,675.3,491.7,410.5,90.3,82.2,8.9,4.8,1.3,0.5,0.2,0.2,0.3,0.3
004246,917,901.7,-1.7,-3.5,-2.9,89.3,90.8,0,0,,140.9,12.6,22.3,24.8,21.7,23.2,7.4,8.8,0.9,1.8,1.9,2.1,1.3,3,4.8,4.2
004446,1660,823.5,-4.8,-7.7,-7.5,83.1,87.5,0,0,,91.2,11,20.9,21.1,15.5,14.6,3.7,3.8,0.2,0.1,0.1,0,0,0.1,0.1,0
004646,2384,752.7,-10,-11.4,-11.2,93.2,103.2,489,522,,144,17.8,31.8,32.9,24.5,23.8,6.4,5.8,0.3,0.2,0.1,0,0,0.1,0.1,0.1
004846,3007,695.7,-12.8,-16.6,-16.6,76.2,86.9,562,544,,106.5,13.1,24,25.1,18.5,16.9,4.5,3.9,0.4,0.1,0.1,0,0,0,0,0
005046,3628,642.5,-17.4,-20.3,-20.4,81.5,97,485,484,,66.1,8.4,16.3,15.5,11,9.8,2.7,2,0.1,0.1,0,0,0,0,0,0
005246,4219,594.9,-21.6,-27.2,-27.3,65,80.5,604,440,,157.4,22.3,32.3,33.3,26.6,27,8.3,5.8,1.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
005446,4759,554,-25,-33.1,-35.2,50,64.3,435,461,,330.2,39,69.8,66.9,54.4,59.7,18.1,17,3,0.9,0.6,0.4,0,0.1,0.2,0
005646,5174,524.1,-27.9,-34,-37.1,60.4,79.9,502,548,,330.3,48.5,84.8,72.9,52,45.9,11.9,10.2,1.7,0.8,0.8,0.2,0.1,0.3,0.2,0.2
005846,5212,521.4,-28.2,-34.3,-38.3,60,79.6,489,542,,425.9,57.3,110.8,97.8,67.6,56.6,15.9,14.7,2.9,0.9,0.6,0.3,0.1,0.2,0.2,0.1
