Time,Altitude,Pressure,RFTS,DewPt,LICDew,RH,ReHuI,CN3025,CN7610,CN3025_corrected,PCTcon,PCcn01,PCcn02,PCcn03,PCcn04,PCcn05,PCcn06,PCcn07,PCcn08,PCcn09,PCcn10,PCcn11,PCcn12,PCcn13,PCcn14,PCcn15
155733,78,1000.6,4.7,-0.2,-32.8,69.6,-88.8,10740,-939,11455.65041,2562.7,749.1,858.9,502.7,245.7,144.8,28,25,5.3,2.6,0.3,0.1,0.1,0.1,0.1,0
155933,60,1002.3,4.4,-0.5,-43,71.9,-88.8,19104,4002,20364.53337,3011.1,736.1,862.6,691.8,395,247.2,39.3,30.9,5,2.4,0.4,0.1,0,0.1,0.1,0.1
160133,193,986.7,5.3,-0.3,-43.1,68.2,-88.8,7818,42,8375.802654,2412.3,666.1,737.4,518.1,268.7,168,26.8,21.7,3.3,1.6,0.2,0.1,0,0,0.1,0
160333,1118,883.2,3,-5.3,-44.2,55.3,57.6,795,569,860.9080384,82.8,12,17.5,17.4,13.6,14.4,3.1,4.2,0.3,0.1,0.1,0,0,0,0,0
160533,1932,798.9,-2.7,-11.6,-45.1,54.4,56.1,1532,1405,1662.734628,105.9,14.5,23.3,22.7,17.1,17.6,4.5,5.1,0.7,0.2,0.1,0,0,0,0.1,0.1
160733,2531,741.3,-4.6,-17.8,-45.8,36.8,38.7,380,396,417.3480384,281.5,38.4,55.9,54.8,46.5,49.2,14.7,17.7,2.7,0.9,0.3,0.2,0.1,0.1,0.1,0.1
160933,3100,689.8,-9,-16.9,-46.5,54.7,60,208,233,234.1427219,131.6,21.6,29.5,28.2,19.7,19.9,5.5,5.5,0.9,0.4,0.1,0.1,0.1,0.1,0,0
161133,3675,640.8,-12.8,-24.5,-47.1,38.6,43.9,215,248,251.852477,124.3,19,29.6,25.6,19.1,19.6,4.8,5.1,0.8,0.3,0.1,0.1,0,0.1,0,0
161333,3835,627.5,-13.7,-27,-47.3,32.6,37.4,218,255,258.9453812,176.3,26.1,39,36.4,29.8,28.6,7.5,6.5,1.4,0.5,0.2,0.2,0.1,0,0.1,0.1
161533,3916,620.9,-14.5,-27.2,-47.4,34.5,39.9,286,341,342.2479927,232,32.6,51.4,48.1,38.4,38.1,11.1,9.5,1.8,0.5,0.1,0.1,0,0.2,0.1,0
161733,4452,579,-17.3,-28.7,-47.8,37.6,44.7,343,447,433.7722833,157.3,24.4,42.3,33.3,23,20.6,6,5.2,1.4,0.7,0.1,0.1,0,0.1,0,0.1
161933,4965,540.9,-21.2,-30.3,,46.3,57.3,131,177,176.3393316,78.8,12.9,22.1,17.3,10.8,9.9,2.9,2.2,0.3,0.2,0.1,0,0,0,0.1,0
162133,5052,534.5,-22.1,-28.2,,60.2,75.1,117,155,159.3310992,79.9,13.3,23,16.8,10.8,10.6,2.7,1.8,0.5,0.1,0,0.1,0,0,0.1,0
162333,5061,533.9,-22.3,-30.4,,49.8,62.2,104,144,141.7839859,71.9,11.6,19.9,15.4,10,9.4,2.6,1.9,0.6,0.4,0,0,0,0,0,0
162533,5064,533.7,-22.3,-30.3,,50.8,63.4,101,139,137.7447948,70.2,10.4,20.1,15.7,11.7,7.2,2.5,1.9,0.5,0.1,0,0.1,0,0,0,0
162733,5065,533.6,-22.4,-29.6,,53.9,67.3,106,145,144.5904894,70.4,12,20.7,13.9,10,8.8,1.9,2.3,0.4,0.2,0,0,0,0,0,0
162933,5063,533.7,-22.4,-30.9,,47.7,59.7,107,152,145.9276539,76.3,13.5,20.9,16.4,10.9,9.4,2.3,2,0.5,0.1,0.1,0,0,0,0,0
163133,5060,534,-22.4,-30.9,,47.7,59.6,104,141,141.75789,69.1,13,19.4,15.1,9.5,7.6,2.5,1.6,0.1,0.2,0,0,0,0,0,0
