Time,Pressure,RFTS,Altitude,DewPt,RH,FS96CNC,  PCTcon,CN3025,CN7610,CN3025_corrected,NeLWzr,DifRadU,DifRadD,DirRadU,Latitude,Longitude
203418,635.6,-20.2,3765,-36.8,22.2,0.07,57.8,671,614,790.1726591,0,378.4,267.6,354.5,69.26016,137.12335
203419,635.6,-20.3,3764,-36.8,22.1,0,57.8,716,590,843.1648643,0,378.3,267.2,355,69.26071,137.12535
203420,635.6,-20.3,3764,-36.8,22.3,0.03,60.6,693,607,816.0799594,0,378.1,267.1,353.8,69.26134,137.12733
203421,635.6,-20.3,3764,-36.9,22.1,0.21,46.8,679,610,799.5934956,0,378.4,266.9,353.6,69.2619,137.12936
203422,635.7,-20.3,3764,-36.9,22,0,41.3,684,608,805.3981893,0,378.6,266.2,354.3,69.26243,137.13126
203423,635.7,-20.3,3764,-36.9,21.9,0,60.6,634,618,746.5240526,0,378.7,266.6,354.3,69.26308,137.13338
203424,635.7,-20.3,3763,-37,21.9,0.03,41.3,644,596,758.29888,0,378.9,266,354,69.26366,137.13531
203425,635.7,-20.3,3763,-37,21.8,0.03,71.5,690,614,812.4630857,0,379.3,266.3,353.3,69.26418,137.13725
203426,635.7,-20.2,3763,-37,21.7,0.03,66.1,703,608,827.7703612,0,379.6,266.2,352.9,69.26476,137.13919
203427,635.7,-20.2,3763,-37,21.7,0.03,55,671,607,790.0909137,0,380.7,266.3,353.8,69.26536,137.14124
203428,635.7,-20.2,3763,-37.1,21.5,0,60.5,687,601,808.9306375,0,380.3,266.2,352.2,69.26596,137.14325
203429,635.7,-20.2,3763,-37.1,21.5,0,55,586,573,690.0048814,0,381.1,266,352.8,69.26653,137.1452
203430,635.7,-20.2,3764,-37.1,21.5,0.03,74.2,488,590,574.6115736,0,381.6,266.4,354.4,69.26708,137.14723
203431,635.7,-20.2,3763,-37.2,21.3,0,52.2,540,601,635.8406757,0,381.9,267,354,69.26772,137.14937
203432,635.7,-20.2,3763,-37.2,21.3,0,38.5,564,596,664.1002613,0,382.2,266.6,356.3,69.26833,137.15144
203433,635.7,-20.2,3764,-37.2,21.2,0,52.2,598,596,704.1346742,0,381.3,267.2,355.3,69.26881,137.15337
203434,635.6,-20.2,3764,-37.3,21.1,0,49.4,627,580,738.3580585,0,381.5,267.6,354.6,69.26942,137.15536
203435,635.6,-20.2,3764,-37.3,21,0,65.9,601,578,707.74034,0,381.5,268,355.5,69.27,137.15732
203436,635.6,-20.2,3764,-37.3,21,0,68.7,592,578,697.141899,0,381.6,268.1,356.2,69.27055,137.15938
203437,635.7,-20.2,3764,-37.3,21,0.07,54.9,600,568,706.4896397,0,381.4,268.3,356.3,69.2711,137.16133
203438,635.7,-20.3,3764,-37.4,21,0,60.4,615,571,724.1518807,0,380.9,269,355.6,69.27165,137.16327
203439,635.6,-20.3,3764,-37.4,21,0,74.2,619,550,728.9372221,0,380.6,269.1,354.7,69.27231,137.16541
203440,635.6,-20.3,3764,-37.4,21,0.21,49.4,612,561,720.6939902,0,380.2,270.1,354,69.2728,137.16734
203441,635.7,-20.3,3764,-37.4,20.9,0.03,93.3,605,565,712.3770534,0,380.8,270.5,355.5,69.27339,137.16931
203442,635.6,-20.4,3764,-37.5,21,0.03,82.3,617,580,726.582013,0,380.2,271,354.6,69.27396,137.1714
203443,635.6,-20.4,3764,-37.5,20.9,0,71.4,610,588,718.338781,0,380.7,271.9,354.6,69.27461,137.17348
203444,635.6,-20.4,3764,-37.5,20.8,0,46.7,638,611,751.3117087,0,380.9,271.4,355.3,69.27511,137.17548
203445,635.6,-20.4,3764,-37.5,20.8,0,63.1,644,592,758.377336,0,380.7,272.5,355.6,69.27577,137.17752
203446,635.6,-20.4,3765,-37.5,20.8,0,46.7,640,605,753.6669178,0,380.4,273.1,355.3,69.27627,137.17946
203447,635.6,-20.3,3764,-37.6,20.7,0,82.3,634,598,746.6012905,0,380.9,273.2,355.7,69.27682,137.18146
203448,635.6,-20.3,3765,-37.6,20.6,0.03,43.9,632,601,744.2460813,0,380.3,273.8,355.7,69.27739,137.18352
203449,635.6,-20.3,3765,-37.6,20.5,0,68.7,643,581,757.1997315,0,380.6,274.5,355.7,69.27791,137.18544
203450,635.5,-20.3,3765,-37.7,20.4,0.03,54.9,628,593,739.6122355,0,380.1,274.8,355.8,69.27855,137.18758
203451,635.6,-20.2,3765,-37.7,20.4,0,65.9,612,580,720.6939902,0,379.5,275.2,356,69.27914,137.18951
203452,635.5,-20.2,3765,-37.7,20.2,0.07,90.6,603,580,710.1690732,0,379.5,275.8,356,69.27968,137.19148
203453,635.5,-20.2,3765,-37.7,20.2,0,35.7,601,580,707.8136203,0,379.4,276.4,355.1,69.28026,137.19354
203454,635.5,-20.2,3765,-37.7,20.1,0,54.9,577,575,679.5481845,0,379.4,276.4,355.4,69.28081,137.19554
203455,635.5,-20.2,3766,-37.7,20.1,0,79.6,622,583,732.5458765,0,379.3,276.6,355.8,69.28139,137.19757
203456,635.5,-20.3,3765,-37.8,20.1,0.21,76.9,655,579,771.4108507,0,379.1,277.7,355.8,69.28188,137.1992
203457,635.5,-20.3,3766,-37.8,20,0.07,52.1,612,577,720.7686117,0,379.2,278.2,356.3,69.28252,137.20171
203458,635.5,-20.3,3766,-37.8,20.2,0.03,46.7,610,597,718.4131587,0,378.5,277.9,356.4,69.28303,137.20338
203459,635.5,-20.3,3765,-37.8,20.1,0,71.3,561,578,660.7045607,0,378.5,278.2,357.2,69.28365,137.20567
203500,635.5,-20.3,3766,-37.9,20.1,0.03,57.7,540,587,635.9723044,0,378,279.1,356.3,69.28418,137.20752
203501,635.5,-20.3,3766,-37.8,20.1,0,74.1,564,605,664.2377402,0,377.5,279.9,355.6,69.28477,137.20967
203502,635.5,-20.3,3765,-37.8,20.1,0,60.4,605,598,712.5245262,0,377.7,280,356.2,69.28532,137.21153
203503,635.5,-20.3,3765,-37.9,20,0,46.6,634,592,746.6785944,0,377.2,280,353.6,69.28594,137.21381
203504,635.5,-20.3,3766,-37.9,19.9,0,52.2,638,610,751.3895004,0,377.6,280.7,350,69.28645,137.21567
203505,635.5,-20.2,3765,-37.9,19.8,0,38.4,646,603,760.8113123,0,379.3,280.5,346.9,69.28706,137.21768
203506,635.5,-20.2,3766,-37.9,19.9,0,49.4,670,603,789.0767481,0,381.1,280.7,341.7,69.2876,137.21959
203507,635.5,-20.2,3766,-37.9,19.8,0,74.1,684,603,805.5649189,0,385.3,281.1,343,69.28813,137.22156
203508,635.5,-20.2,3765,-37.9,19.9,0.07,57.6,656,614,772.5885772,0,388.7,281.4,344.7,69.28866,137.2235
203509,635.5,-20.2,3765,-37.9,19.8,0.21,46.7,700,607,824.4085427,0,391.7,281,346.5,69.28928,137.22578
203510,635.5,-20.2,3765,-37.9,19.8,0,76.9,714,595,840.8967136,0,394.4,281.6,348.5,69.28982,137.22771
203511,635.6,-20.2,3765,-37.9,19.8,0,49.4,659,605,776.0414044,0,396.1,281.1,350.2,69.29029,137.2294
203512,635.5,-20.3,3766,-37.9,19.9,0,46.7,611,597,719.5908852,0,398,281.5,351.6,69.29088,137.23189
203513,635.5,-20.3,3765,-38,19.8,0,46.7,656,614,772.5885772,0,398.8,281.8,350.7,69.2915,137.2339
203514,635.6,-20.3,3765,-37.9,19.9,0,46.7,679,600,799.5934956,0,400.6,282.6,351.7,69.29199,137.23595
203515,635.6,-20.3,3765,-38,19.8,0,54.9,628,618,739.5356631,0,401,282.1,352.9,69.29248,137.23796
203516,635.6,-20.3,3765,-38,19.8,0.03,60.4,634,614,746.6012905,0,402.3,282.4,353.4,69.29308,137.2401
203517,635.6,-20.3,3765,-38,19.7,0,52.2,630,603,741.8908722,0,403.1,282.1,353.7,69.29354,137.24214
203518,635.6,-20.3,3764,-38,19.8,0,38.4,659,605,776.0414044,0,402.8,283,354.3,69.29408,137.24428
203519,635.5,-20.3,3765,-37.9,19.9,0,60.4,681,624,802.0317394,0,403.6,282.8,356.5,69.29464,137.24635
203520,635.5,-20.3,3765,-38,19.9,0.03,46.7,653,605,769.0553977,0,402.7,283,356.2,69.29513,137.24861
203521,635.6,-20.3,3765,-37.9,19.9,0,60.4,649,605,764.2653588,0,402.7,282.7,358.5,69.29565,137.25069
203522,635.6,-20.3,3764,-37.9,20,0,52.2,640,611,753.6669178,0,402,283.3,358.5,69.29618,137.25276
203523,635.5,-20.3,3765,-37.9,19.9,0,54.9,646,600,760.8113123,0,401.4,283.4,356,69.29667,137.25478
203524,635.6,-20.4,3765,-37.9,20,0.03,46.7,641,609,754.8445224,0,401.1,283.8,358.2,69.29709,137.25691
203525,635.6,-20.4,3764,-37.9,20,0,87.9,671,630,790.1726591,0,400.2,283.8,362.5,69.29762,137.25882
203526,635.6,-20.4,3765,-37.9,20.1,0,57.7,695,624,818.4351686,0,398.7,284.2,364.2,69.29809,137.26096
203527,635.6,-20.5,3765,-37.9,20.1,0,41.2,687,625,809.0143321,0,396.3,284.4,363.2,69.29858,137.2634
203528,635.6,-20.5,3765,-37.9,20.1,0,46.7,671,646,790.1726591,0,394.4,284.4,361,69.29905,137.26547
203529,635.6,-20.5,3765,-37.9,20.2,0,90.7,695,668,818.4351686,0,392.6,284.9,359.5,69.29966,137.26775
203530,635.6,-20.5,3765,-37.9,20.3,0.03,38.5,745,672,877.3153965,0,391.7,284.8,358.7,69.30009,137.26991
203531,635.6,-20.5,3765,-37.9,20.3,0.21,68.6,723,658,851.4080962,0,390.9,285,358.4,69.30054,137.27203
203532,635.6,-20.5,3765,-37.9,20.3,0,46.7,706,652,831.3888187,0,389.9,285.6,357.8,69.30101,137.27397
203533,635.5,-20.4,3766,-37.9,20.3,0,49.4,662,650,779.6549361,0,389.4,285.4,358.1,69.30154,137.27644
203534,635.5,-20.4,3765,-37.8,20.3,0.07,55,649,662,764.3444918,0,388.7,285.9,357.8,69.30194,137.27843
203535,635.5,-20.4,3765,-37.9,20.2,0.07,68.7,661,673,778.4772096,0,388.7,286.3,357.5,69.30243,137.28046
203536,635.5,-20.3,3765,-37.9,20.1,0,49.4,632,663,744.3231414,0,388.2,285.9,357.6,69.30294,137.28271
203537,635.5,-20.3,3765,-37.9,20,0,63.2,612,658,720.7686117,0,387.8,286.1,357,69.30341,137.28487
203538,635.6,-20.3,3765,-37.9,20.1,0,87.9,643,679,757.1997315,0,387.3,286.3,356.8,69.30393,137.28712
203539,635.6,-20.4,3765,-37.8,20.2,0.07,57.7,687,657,809.0143321,0,387.3,286.6,358,69.3044,137.28922
203540,635.5,-20.4,3765,-37.9,20.1,0,57.6,665,671,783.1881156,0,386.7,286.5,356.9,69.30484,137.29138
203541,635.5,-20.4,3765,-37.9,20.2,0.03,52.1,703,664,827.9417222,0,386.5,286.6,356.1,69.30527,137.29335
203542,635.6,-20.5,3765,-37.8,20.3,0.03,54.8,802,681,944.4388564,0,386.1,287,356.6,69.30583,137.29579
203543,635.6,-20.5,3765,-37.9,20.2,0,30.2,800,672,942.0836473,0,386.3,286.9,356.3,69.30627,137.29796
203544,635.5,-20.6,3765,-37.8,20.4,0,38.4,728,645,857.3848845,0,386.8,286.9,356,69.30673,137.30006
203545,635.5,-20.6,3766,-37.8,20.6,0.03,35.6,670,627,789.0767481,0,386.1,287.3,357.1,69.3072,137.30223
203546,635.6,-20.6,3765,-37.8,20.7,0,43.9,685,631,806.659123,0,386,287.5,358,69.30762,137.30455
203547,635.5,-20.6,3765,-37.7,20.9,0.07,30.2,687,616,809.0980984,0,385.4,287.6,357.2,69.30804,137.30658
203548,635.5,-20.6,3766,-37.5,21.3,0,60.3,635,615,747.8563209,0,384.8,287.6,357.8,69.30854,137.30876
203549,635.5,-20.6,3766,-37.5,21.4,0.03,35.6,641,617,754.9226799,0,384.6,288,359,69.30896,137.31099
203550,635.5,-20.7,3766,-37.4,21.7,0,43.9,664,623,782.0103891,0,383.6,288.2,358.2,69.30945,137.31306
203551,635.5,-20.7,3766,-37.3,21.9,0,74,685,618,806.7426454,0,382.9,288.3,357.3,69.30994,137.31523
203552,635.4,-20.7,3766,-37.2,22.1,0,41.1,713,621,839.805998,0,382.6,288.5,357.7,69.31043,137.31754
203553,635.4,-20.7,3766,-37.1,22.4,0.03,54.8,692,617,815.071179,0,382.1,288.6,357.9,69.31076,137.31956
203554,635.5,-20.6,3766,-37,22.4,0,46.6,656,614,772.5885772,0,381.7,288.7,357.4,69.31126,137.32184
203555,635.4,-20.7,3767,-37,22.5,0.03,27.4,622,614,732.6217823,0,381.4,289,356.9,69.3117,137.32399
203556,635.4,-20.6,3767,-37,22.6,0,41.1,622,625,732.6217823,0,381,289.4,356.3,69.31211,137.32584
203557,635.4,-20.7,3767,-37,22.5,0,46.5,662,615,779.7357232,0,380.9,289.2,356.7,69.31265,137.32849
203558,635.3,-20.6,3768,-37,22.6,0,52,701,639,825.7574354,0,381.1,289.7,357.9,69.31306,137.33049
203559,635.3,-20.6,3768,-37,22.6,0,35.6,719,635,846.9609073,0,380.3,289.8,357.9,69.31352,137.3327
203600,635.3,-20.6,3768,-37,22.4,0,52,740,638,871.6982912,0,379.8,289.9,357.8,69.314,137.33487
203601,635.3,-20.6,3768,-37,22.5,0.03,68.4,706,639,831.6472887,0,379.3,290.1,357.6,69.31447,137.33691
203602,635.2,-20.6,3769,-36.9,22.5,0.03,71.1,656,646,772.8289474,0,379.2,290.3,358.2,69.31494,137.3391
203603,635.3,-20.6,3769,-37,22.5,0,57.5,679,629,799.8420807,0,378.5,290.7,358.4,69.31537,137.34145
203604,635.2,-20.6,3769,-36.9,22.5,0,49.2,668,654,786.9660623,0,377.7,290.9,358.5,69.31582,137.34348
203605,635.2,-20.6,3769,-37,22.5,0,60.1,659,649,776.3632261,0,377.5,290.8,358.9,69.31634,137.3456
203606,635.2,-20.6,3769,-36.9,22.5,0.03,38.3,618,651,728.0614169,0,376.5,291,358.5,69.31686,137.34804
203607,635.2,-20.6,3769,-36.9,22.6,0,57.4,587,642,691.5405368,0,375.8,291.2,358.5,69.31728,137.35002
203608,635.2,-20.6,3769,-36.9,22.6,0,54.7,649,647,764.582297,0,375.2,291.9,358.8,69.31773,137.3522
203609,635.2,-20.6,3769,-36.9,22.7,0.03,41,656,671,772.8289474,0,374.3,291.6,358.5,69.31818,137.35439
203610,635.3,-20.6,3768,-36.9,22.7,0.21,60.1,687,671,809.2658461,0,374,291.8,358,69.31862,137.35641
203611,635.3,-20.6,3768,-36.9,22.7,0.03,65.6,750,645,883.4779979,0,373.6,291.9,357.6,69.31904,137.35837
203612,635.3,-20.6,3768,-36.9,22.8,0,54.7,753,664,887.0119099,0,372.9,292.5,356.7,69.31963,137.36087
203613,635.4,-20.6,3767,-36.8,22.8,0.03,60.1,735,654,865.7186655,0,373.4,291.9,356.5,69.31998,137.36293
203614,635.3,-20.6,3768,-36.8,22.8,0.03,51.9,753,671,887.0119099,0,372.6,292.1,355.4,69.3205,137.36516
203615,635.3,-20.6,3768,-36.8,22.7,0,65.6,752,666,885.8339392,0,373,292.1,356.1,69.32098,137.36725
203616,635.3,-20.6,3767,-36.9,22.7,0,81.9,721,680,849.3168486,0,372.6,291.9,355.1,69.32142,137.36938
203617,635.4,-20.6,3767,-36.8,22.8,0,73.7,724,680,852.7623318,0,373.3,292.4,354.9,69.32191,137.37167
203618,635.3,-20.6,3768,-36.8,22.7,0,38.2,714,679,841.071054,0,373.4,292.3,355,69.3224,137.37393
203619,635.3,-20.6,3768,-36.8,22.7,0.03,87.3,710,684,836.3591713,0,373.9,292.5,356.1,69.32279,137.3759
203620,635.3,-20.6,3768,-36.8,22.9,0,54.6,741,679,872.8762619,0,373.9,292.7,357.3,69.32331,137.37811
203621,635.4,-20.6,3767,-36.8,22.9,0,51.9,714,667,840.9838465,0,373.4,292.9,357,69.32375,137.38037
203622,635.4,-20.7,3767,-36.8,23.1,0,65.5,703,668,828.0275127,0,372.7,292.8,356,69.32426,137.38257
203623,635.4,-20.9,3767,-36.7,23.4,0,27.3,703,659,828.0275127,0,373,293.2,355,69.32465,137.3846
203624,635.4,-20.9,3767,-36.7,23.7,0,30,678,644,798.5812996,0,373.4,292.7,354.2,69.32516,137.38678
203625,635.4,-21,3767,-36.5,24.3,0,35.5,668,627,786.8028144,0,373.6,292.6,356,69.32561,137.38889
203626,635.5,-21,3766,-36.1,25.2,0.07,62.8,681,610,802.0317394,0,373.4,292.9,355,69.32603,137.39088
203627,635.4,-21,3766,-35.7,26.5,0,62.9,695,599,818.6047246,0,373.9,292.7,353.8,69.3266,137.39331
203628,635.5,-21,3766,-35.1,28.1,0.03,62.9,664,618,782.0103891,0,374.2,292.7,354.1,69.32702,137.39543
203629,635.4,-21,3766,-34.6,29.5,0.03,27.3,644,617,758.5344498,0,374.4,293,355.4,69.32755,137.39766
203630,635.5,-21,3766,-34.4,30.2,0,41.1,656,640,772.5885772,0,374.6,293,355.5,69.328,137.39977
203631,635.5,-21,3766,-34.3,30.4,0.03,71.2,643,626,757.2781328,0,374.6,293.1,354.6,69.32848,137.40198
203632,635.5,-21.1,3766,-34.3,30.5,0,49.3,615,629,724.3017911,0,374.4,293,354.4,69.32898,137.40414
203633,635.5,-21,3766,-34.3,30.7,0,49.3,653,641,769.0553977,0,374.8,293.1,355.2,69.32942,137.40625
203634,635.5,-21.1,3765,-34.3,30.6,0.03,60.3,679,628,799.6762865,0,374.7,293.2,354.3,69.32985,137.40834
203635,635.5,-21.1,3766,-34.3,30.7,0,52.1,681,636,802.0317394,0,375.2,293.1,353.9,69.33041,137.41057
203636,635.5,-21.1,3766,-34.3,30.8,0.03,54.9,656,663,772.5885772,0,375.8,293.1,355.1,69.33086,137.41267
203637,635.5,-21.1,3766,-34.3,30.8,0.21,54.9,627,682,738.434509,0,375.8,293.2,354.8,69.3313,137.41501
203638,635.5,-21.1,3766,-34.2,30.9,0,38.4,671,701,790.2544745,0,376,293.1,353.9,69.33183,137.41714
203639,635.5,-21.2,3766,-34.2,31,0.1,49.4,700,713,824.4085427,0,376.2,293.3,354.1,69.33228,137.41925
203640,635.5,-21.2,3766,-34.3,31,0.03,63.1,705,731,830.2971752,0,376.4,293.4,354.1,69.33268,137.42148
203641,635.4,-21.2,3767,-34.2,31.1,0,57.6,762,722,897.5205757,0,376.7,293.5,354.7,69.33311,137.42323
203642,635.5,-21.2,3766,-34.2,31,0,43.9,836,753,984.5793453,0,376.9,293.3,355.3,69.33371,137.42572
203643,635.5,-21.2,3766,-34.2,31,0,63.1,845,768,995.1788837,0,376.9,293.3,355,69.33422,137.42796
203644,635.4,-21.2,3766,-34.3,31,0.03,54.9,798,762,939.9231226,0,377.1,293.1,354.5,69.33459,137.42996
203645,635.4,-21.2,3766,-34.2,31.2,0.21,46.6,807,783,950.5237593,0,377.3,293.5,354.6,69.33512,137.43231
203646,635.4,-21.2,3766,-34.3,31,0.03,54.9,826,770,972.9028813,0,377.1,293.6,354.1,69.33556,137.43445
203647,635.4,-21.2,3767,-34.3,31,0,65.8,804,752,946.9902137,0,377.7,293.4,353.5,69.33607,137.43658
203648,635.3,-21.2,3767,-34.3,31,0,71.2,780,743,918.8171178,0,378.2,293.1,353.3,69.33647,137.43874
203649,635.4,-21.2,3767,-34.3,30.8,0.03,52.1,780,768,918.7218491,0,378.6,293.5,354.1,69.33691,137.44101
203650,635.3,-21.2,3768,-34.3,30.9,0.03,27.4,830,776,977.715651,0,378.9,293.7,354.2,69.33733,137.44301
203651,635.3,-21.2,3769,-34.3,30.8,0,63,855,771,1007.164918,0,379.2,293.5,354.5,69.33787,137.44519
203652,635.2,-21.2,3769,-34.4,30.7,0,52,845,777,995.4885069,0,379,293.8,354.5,69.33829,137.44746
203653,635.2,-21.2,3770,-34.3,30.8,0,60.2,807,796,950.7209764,0,379.3,293.8,354.7,69.33884,137.44963
203654,635.1,-21.2,3770,-34.4,30.7,0.03,52,800,775,942.5722047,0,379.4,293.6,355.5,69.33929,137.45175
203655,635.1,-21.2,3771,-34.4,30.5,0,46.6,845,761,995.5918912,0,379.6,293.6,355.8,69.33977,137.4538
203656,635,-21.2,3771,-34.5,30.4,0,60.2,809,745,953.2752063,0,378.9,293.8,354.6,69.34019,137.45589
203657,635,-21.2,3772,-34.5,30.4,0,32.8,766,739,902.6066848,0,378.8,293.9,354.8,69.34072,137.4583
203658,634.9,-21.2,3772,-34.5,30.4,0,46.5,753,745,887.3805803,0,379.3,293.5,355.4,69.34111,137.46057
203659,635,-21.2,3772,-34.5,30.3,0,38.3,769,744,906.1416979,0,379.6,294,355.5,69.34162,137.46271
203700,634.9,-21.2,3773,-34.5,30.4,0.03,46.5,780,758,919.1990075,0,379.3,294,356,69.34196,137.46463
203701,635,-21.2,3772,-34.5,30.2,0,68.4,794,748,935.6001406,0,379.1,293.8,357.6,69.3425,137.467
203702,634.9,-21.2,3773,-34.5,30.3,0.21,35.5,822,744,968.6943386,0,378.2,294,357.5,69.34299,137.46912
203703,635,-21.2,3772,-34.5,30.3,0,46.5,807,769,950.9185308,0,377.2,294,357.3,69.34344,137.47136
203704,635,-21.2,3772,-34.5,30.3,0.03,57.4,789,792,929.7084521,0,377,294.6,357.4,69.34386,137.47348
203705,635,-21.2,3772,-34.6,30.1,0.07,43.8,783,776,922.6384258,0,376.4,294.6,356.7,69.34438,137.47568
203706,635,-21.2,3772,-34.6,30.1,0.03,46.5,735,793,866.0782158,0,375.7,294.7,355.5,69.34482,137.4778
203707,635.1,-21.2,3771,-34.6,30.1,0,46.6,728,790,857.7407062,0,375.6,294.7,355.1,69.34529,137.47997
203708,635.1,-21.3,3770,-34.7,30,0.03,65.8,780,800,919.0078995,0,375.8,294.8,354.2,69.34578,137.48219
203709,635.1,-21.3,3771,-34.7,30,0.21,43.8,841,805,990.8790302,0,375.9,294.2,352.6,69.34622,137.48427
203710,635.2,-21.3,3769,-34.7,29.9,0.03,54.8,855,823,1007.269436,0,376.3,294.6,354.9,69.34671,137.48666
203711,635.2,-21.3,3770,-34.8,29.7,0,52,859,814,1011.981808,0,377,294.9,354,69.34701,137.48851
203712,635.2,-21.3,3769,-34.8,29.6,0.07,65.7,906,819,1067.352174,0,377,294.7,353.8,69.34755,137.49074
203713,635.2,-21.3,3770,-34.8,29.5,0.07,41,906,830,1067.352174,0,376.8,294.8,353,69.34803,137.49309
203714,635.2,-21.3,3769,-34.9,29.3,0,52,865,822,1019.050365,0,377.4,294.6,352.8,69.34846,137.49533
203715,635.2,-21.3,3769,-34.9,29.2,0.03,65.7,869,819,1023.762737,0,377.9,294.6,354.4,69.34898,137.49747
203716,635.1,-21.3,3770,-35,29.2,0.03,46.5,929,830,1094.561973,0,378.6,294.2,353,69.34941,137.49956
203717,635.2,-21.3,3770,-35.1,28.9,0,76.6,948,819,1116.832076,0,378.9,293.9,352.7,69.34992,137.50183
203718,635.2,-21.3,3770,-35.1,29,0,82,883,835,1040.256037,0,379.5,293.9,354.1,69.35033,137.5038
203719,635.1,-21.3,3770,-35,29.1,0.03,54.7,826,826,973.2058013,0,380,294.1,354.3,69.35087,137.50618
203720,635.1,-21.3,3770,-35,29,0,62.9,867,817,1021.512627,0,380.1,294,353.9,69.35122,137.50815
203721,635.2,-21.3,3770,-34.9,29.2,0.21,52,885,830,1042.612223,0,380.8,294.2,355,69.35162,137.51053
203722,635.1,-21.3,3770,-35,29.1,0.03,30.1,855,823,1007.374044,0,380.8,294.2,355.9,69.3521,137.51271
203723,635.1,-21.3,3770,-35.1,28.7,0.03,27.3,865,814,1019.156196,0,380.8,294.1,356.7,69.35256,137.51486
203724,635.1,-21.3,3771,-35.3,28.4,0,65.6,891,824,1049.789793,0,380,293.8,356.5,69.35307,137.51723
203725,635.1,-21.3,3770,-35.4,28.2,0,54.7,916,818,1079.245174,0,379.7,294,356.9,69.35354,137.51932
203726,635.1,-21.4,3770,-35.5,28,0.03,35.5,893,821,1052.146223,0,379.1,294.1,356.5,69.35395,137.52138
203727,635.1,-21.4,3770,-35.6,27.7,0.03,68.4,861,807,1014.443335,0,378.6,294,355.8,69.35435,137.52332
203728,635.1,-21.4,3770,-35.6,27.5,0.03,65.6,873,815,1028.581918,0,378.4,293.7,355.3,69.35477,137.52586
203729,635.1,-21.4,3770,-35.7,27.3,0,65.6,883,820,1040.364071,0,378.7,293.4,355.6,69.35531,137.52818
203730,635.1,-21.4,3771,-35.7,27.3,0.21,54.7,889,818,1047.433362,0,378.6,293.8,355.6,69.35574,137.53008
203731,635.1,-21.4,3770,-35.8,27.1,0.03,43.7,889,825,1047.433362,0,378.2,293.8,355.1,69.35624,137.53247
203732,635.2,-21.4,3770,-35.9,26.8,0.03,57.4,859,826,1011.981808,0,378.5,293.4,355.3,69.35665,137.53464
203733,635.1,-21.4,3770,-35.9,26.8,0.03,46.4,893,822,1052.146223,0,378.3,293.5,356.3,69.35709,137.53676
203734,635.1,-21.4,3770,-36,26.6,0,76.4,885,820,1042.720501,0,377.5,292.8,356.1,69.35752,137.53905
203735,635.1,-21.4,3770,-36.1,26.4,0,43.7,881,809,1038.00764,0,377.4,293.6,356,69.35799,137.54124
203736,635.1,-21.4,3770,-36.1,26.4,0,54.6,925,821,1089.849112,0,377.3,293,356.6,69.3584,137.54338
203737,635.1,-21.4,3770,-36.1,26.3,0.07,54.6,916,814,1079.245174,0,376.7,292.8,356.5,69.35893,137.54576
203738,635.1,-21.4,3770,-36.2,26.2,0,68.2,895,804,1054.502654,0,376.5,292.9,356.1,69.35932,137.54787
203739,635.2,-21.4,3769,-36.2,26.1,0,49.1,869,803,1023.762737,0,376.3,292.9,355.7,69.35979,137.55003
203740,635.1,-21.4,3770,-36.2,26.1,0,90,845,794,995.5918912,0,376.3,292.5,356,69.36016,137.55211
203741,635.1,-21.5,3770,-36.3,26,0,43.7,845,803,995.5918912,0,375.9,292.8,356,69.36069,137.55438
203742,635.2,-21.4,3770,-36.3,25.9,0,98.2,845,796,995.4885069,0,375.8,292.2,355.5,69.3611,137.55643
203743,635.2,-21.4,3770,-36.3,25.9,0,68.2,881,794,1037.899852,0,375.5,292.4,355.7,69.3616,137.55893
203744,635.2,-21.5,3769,-36.3,25.9,0,49.1,902,785,1062.639803,0,375.7,292.3,357.3,69.36211,137.56116
203745,635.2,-21.5,3769,-36.3,25.9,0,95.3,836,791,984.8856707,0,375.3,292.1,357.6,69.36253,137.56328
203746,635.2,-21.6,3769,-36.4,26,0,40.9,706,787,831.7335928,0,374.9,292.7,356.5,69.363,137.56552
203747,635.3,-21.7,3769,-36.4,26.2,0,51.8,690,784,812.799758,0,374,292,354.7,69.3634,137.56763
203748,635.2,-21.7,3769,-36.3,26.5,0.03,35.4,793,763,934.2276757,0,375.1,291.8,355.3,69.36387,137.57004
203749,635.2,-21.6,3769,-36.2,26.6,0.03,49,826,741,973.1047417,0,374.7,291.6,354,69.36429,137.57199
203750,635.3,-21.6,3768,-36.2,26.6,0.03,70.9,791,758,931.7747951,0,374.8,291.1,354.3,69.36481,137.57416
203751,635.2,-21.6,3769,-36.2,26.6,0.07,46.4,826,776,973.1047417,0,375,291,355.3,69.36526,137.57652
203752,635.3,-21.6,3768,-36.2,26.6,0,35.5,855,743,1007.164918,0,374.9,290.7,357.1,69.36564,137.57861
203753,635.3,-21.7,3768,-36.2,26.8,0.03,71,826,767,973.0037683,0,375,290.7,357.9,69.36617,137.58102
203754,635.3,-21.8,3769,-36.2,27.1,0,57.5,826,765,973.0037683,0,373.9,290.9,356,69.36661,137.58313
203755,635.3,-21.8,3769,-35.9,27.8,0,35.6,807,730,950.6223257,0,373.9,290.6,355.5,69.367,137.58522
203756,635.2,-21.9,3769,-35.2,30,0,35.6,752,501,885.9258665,0,373.7,290.3,354.6,69.36754,137.58748
203757,635.3,-21.9,3769,-34,33.9,0.03,71.2,598,450,704.426457,0,373.7,290.3,354.7,69.3679,137.58925
