Time,Altitude,Pressure,RFTS,DewPt,LICDew,RH,ReHuI,CN3025,CN7610,CN3025_corrected,PCTcon,PCcn01,PCcn02,PCcn03,PCcn04,PCcn05,PCcn06,PCcn07,PCcn08,PCcn09,PCcn10,PCcn11,PCcn12,PCcn13,PCcn14,PCcn15
184638,28,1009.8,-4.6,-8.8,-3.5,74.1,77.5,0,169,,3652,2328.3,491.5,360.7,235.5,164.3,26.1,26.2,5.9,8,3.6,0.9,0.3,0.4,0.3,0.1
184838,28,1009.8,-4.6,-8.6,-3.1,72.6,75.8,0,0,,3653.6,2009.8,615.3,435.7,280.9,194.6,33.7,41.1,10.5,17,9.1,2.5,0.9,1.3,0.9,0.2
185038,28,1009.8,-5,-9,-2.5,71,74.3,0,0,,4815.9,2292.4,914.2,686.9,466.3,326.5,49.2,44.5,9.9,14.1,7.3,2.1,0.6,1,0.5,0.3
185238,42,1010.5,-4.9,-8.9,-1.7,72.2,75.6,0,0,,6830.4,3016.2,1728.7,1053.4,548,340.6,64.3,57.1,8.1,8.7,3.1,1.1,0.3,0.4,0.3,0.2
185438,54,1011,-4.7,-8.6,-0.8,73,76.4,0,0,,1319.2,1173.7,29.8,24.7,20.7,28.1,10.8,18.8,5,5.5,1,0.4,0.2,0.1,0.2,0.1
185638,54,1011.1,-4.3,-7.9,-0.1,75.3,78.5,0,0,,1478.3,1287.5,55,39.1,25.6,29.8,10.9,18,4.6,5.9,1,0.3,0.2,0.3,0.2,0.1
185838,54,1011.1,-4.2,-7.8,0.3,73.4,76.1,0,0,,1577.3,1352.6,80.6,43.4,27.4,30.2,11.5,18.7,4.9,5.8,1.2,0.3,0.2,0.2,0.2,0.1
190038,54,1011.1,-4.2,-8.2,0.6,70.1,72.6,0,0,,1575.3,1391.4,59,34.1,22.6,27.2,10.9,17.7,4.6,5.7,1.3,0.2,0.1,0.2,0.2,0.1
190238,53,1011.1,-4.4,-7.7,0.6,74.5,77.4,0,0,,1455.5,1318.7,28.3,21.8,18.7,26.9,10.6,18.2,4.3,5.6,1.3,0.3,0.2,0.2,0.2,0.1
190438,53,1011.1,-4.4,-7.4,0.3,76.7,79.6,0,0,,1491.3,1347.5,29.6,23,21,27.1,11.3,18.8,4.9,5.7,1.3,0.4,0.1,0.2,0.2,0.1
190638,54,1011.1,-4.5,-8.1,0,73.5,76.5,682,728,,1724.8,1520.7,58.8,39.8,29.3,32,12,18.8,4.7,6,1.5,0.4,0.1,0.3,0.2,0.1
