  TRAJ MGRID  YEAR MONTH  DATE  HOUR   MIN FOREH     AGE      LAT     LONG ALTITUDE PRESSURE    THETA AIR_TEMP RAINFALL MIXDEPTH RELHUMID TERR_MSL SUN_FLUX
     1     1    15     4    11    19     0     1     0.0   81.598 -101.656   4953.5    504.9    282.3    232.2      0.0    252.3     45.8     10.0    233.4
     2     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    505.9    282.4    232.4      0.0    227.3     50.5      0.0    228.7
     3     1    15     4    11    19     0     1     0.0   81.598 -101.656   4946.5    504.1    282.1    231.9      0.0    262.8     41.8     17.0    242.8
     4     1    15     4    11    19     0     1     0.0   81.598 -101.656   4949.0    504.8    282.3    232.1      0.0    254.9     46.0     14.5    233.7
     5     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    505.9    282.4    232.4      0.0    238.1     50.6      0.0    230.0
     6     1    15     4    11    19     0     1     0.0   81.598 -101.656   4945.4    504.0    282.0    231.8      0.0    265.4     42.0     18.1    242.8
     7     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    505.3    282.2    232.2      0.0    246.5     45.1      0.0    232.6
     8     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    505.9    282.5    232.5      0.0    203.5     50.2      0.0    225.7
     9     1    15     4    11    19     0     1     0.0   81.598 -101.656   4949.0    504.2    282.1    231.9      0.0    257.0     41.6     14.5    242.8
    10     1    15     4    11    19     0     1     0.0   81.598 -101.656   4953.5    523.8    281.5    234.0      0.0    252.3     46.4     10.0    233.4
    11     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    524.8    281.8    234.3      0.0    227.3     53.8      0.0    228.7
    12     1    15     4    11    19     0     1     0.0   81.598 -101.656   4946.5    523.0    281.2    233.6      0.0    262.8     40.5     17.0    242.8
    13     1    15     4    11    19     0     1     0.0   81.598 -101.656   4949.0    523.6    281.5    233.9      0.0    254.9     46.6     14.5    233.7
    14     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    524.8    281.7    234.3      0.0    238.1     53.9      0.0    230.0
    15     1    15     4    11    19     0     1     0.0   81.598 -101.656   4945.4    522.9    281.1    233.5      0.0    265.4     40.8     18.1    242.8
    16     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    524.3    281.4    234.0      0.0    246.5     46.2      0.0    232.6
    17     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    524.8    281.8    234.4      0.0    203.5     53.3      0.0    225.7
    18     1    15     4    11    19     0     1     0.0   81.598 -101.656   4949.0    523.0    281.2    233.6      0.0    257.0     40.4     14.5    242.8
    19     1    15     4    11    19     0     1     0.0   81.598 -101.656   4953.5    486.7    282.9    230.3      0.0    252.3     47.0     10.0    233.4
    20     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    487.6    283.0    230.4      0.0    227.3     45.3      0.0    228.7
    21     1    15     4    11    19     0     1     0.0   81.598 -101.656   4946.5    485.9    283.0    230.2      0.0    262.8     42.8     17.0    242.8
    22     1    15     4    11    19     0     1     0.0   81.598 -101.656   4949.0    486.5    282.9    230.2      0.0    254.9     47.1     14.5    233.7
    23     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    487.6    283.0    230.4      0.0    238.1     45.3      0.0    230.0
    24     1    15     4    11    19     0     1     0.0   81.598 -101.656   4945.4    485.8    282.9    230.1      0.0    265.4     43.0     18.1    242.8
    25     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    487.1    282.9    230.3      0.0    246.5     45.8      0.0    232.6
    26     1    15     4    11    19     0     1     0.0   81.598 -101.656   4963.5    487.7    283.1    230.5      0.0    203.5     45.0      0.0    225.7
    27     1    15     4    11    19     0     1     0.0   81.598 -101.656   4949.0    486.0    283.0    230.2      0.0    257.0     42.5     14.5    242.8
